Sexo;Comunidad autónoma (1);Familia profesional (2);Total
AMBOS SEXOS;Madrid, Comunidad de;ENERGÍA Y AGUA;74,6
AMBOS SEXOS;Madrid, Comunidad de;FABRICACIÓN MECÁNICA;72,2
AMBOS SEXOS;Madrid, Comunidad de;HOSTELERÍA Y TURISMO;79,1
AMBOS SEXOS;Madrid, Comunidad de;IMAGEN PERSONAL;89,6
AMBOS SEXOS;Madrid, Comunidad de;IMAGEN Y SONIDO;92,7
AMBOS SEXOS;Madrid, Comunidad de;INDUSTRIAS ALIMENTARIAS;75,7
AMBOS SEXOS;Madrid, Comunidad de;INDUSTRIAS EXTRACTIVAS;.
AMBOS SEXOS;Madrid, Comunidad de;INFORMÁTICA Y COMUNICACIONES;84,6
AMBOS SEXOS;Madrid, Comunidad de;INSTALACIÓN Y MANTENIMIENTO;74,3
AMBOS SEXOS;Madrid, Comunidad de;MADERA, MUEBLE Y CORCHO;85,2
AMBOS SEXOS;Madrid, Comunidad de;MARÍTIMO-PESQUERA;.
AMBOS SEXOS;Madrid, Comunidad de;QUÍMICA;72,2
AMBOS SEXOS;Madrid, Comunidad de;SANIDAD;90,2
AMBOS SEXOS;Madrid, Comunidad de;SEGURIDAD Y MEDIO AMBIENTE;75,8
AMBOS SEXOS;Madrid, Comunidad de;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;88,8
AMBOS SEXOS;Madrid, Comunidad de;TEXTIL, CONFECCIÓN Y PIEL;86,6
AMBOS SEXOS;Madrid, Comunidad de;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;82,2
AMBOS SEXOS;Madrid, Comunidad de;VIDRIO Y CERÁMICA;.
AMBOS SEXOS;Murcia (Región de );ACTIVIDADES FÍSICAS Y DEPORTIVAS;89,3
AMBOS SEXOS;Murcia (Región de );ADMINISTRACIÓN Y GESTIÓN;85,2
AMBOS SEXOS;Murcia (Región de );AGRARIA;87,4
AMBOS SEXOS;Murcia (Región de );ARTES GRÁFICAS;58,8
AMBOS SEXOS;Murcia (Región de );ARTES Y ARTESANÍAS;.
AMBOS SEXOS;Murcia (Región de );COMERCIO Y MARKETING;87,8
AMBOS SEXOS;Murcia (Región de );EDIFICACIÓN Y OBRA CIVIL;70,3
AMBOS SEXOS;Murcia (Región de );ELECTRICIDAD Y ELECTRÓNICA;80,1
AMBOS SEXOS;Murcia (Región de );ENERGÍA Y AGUA;80,0
AMBOS SEXOS;Murcia (Región de );FABRICACIÓN MECÁNICA;76,6
AMBOS SEXOS;Murcia (Región de );HOSTELERÍA Y TURISMO;76,5
AMBOS SEXOS;Murcia (Región de );IMAGEN PERSONAL;84,6
AMBOS SEXOS;Murcia (Región de );IMAGEN Y SONIDO;92,8
AMBOS SEXOS;Murcia (Región de );INDUSTRIAS ALIMENTARIAS;85,2
AMBOS SEXOS;Murcia (Región de );INDUSTRIAS EXTRACTIVAS;.
AMBOS SEXOS;Murcia (Región de );INFORMÁTICA Y COMUNICACIONES;79,1
AMBOS SEXOS;Murcia (Región de );INSTALACIÓN Y MANTENIMIENTO;77,6
AMBOS SEXOS;Murcia (Región de );MADERA, MUEBLE Y CORCHO;.
AMBOS SEXOS;Murcia (Región de );MARÍTIMO-PESQUERA;78,7
AMBOS SEXOS;Murcia (Región de );QUÍMICA;89,4
AMBOS SEXOS;Murcia (Región de );SANIDAD;89,1
AMBOS SEXOS;Murcia (Región de );SEGURIDAD Y MEDIO AMBIENTE;83,0
AMBOS SEXOS;Murcia (Región de );SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;91,8
AMBOS SEXOS;Murcia (Región de );TEXTIL, CONFECCIÓN Y PIEL;92,2
AMBOS SEXOS;Murcia (Región de );TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;88,0
AMBOS SEXOS;Murcia (Región de );VIDRIO Y CERÁMICA;.
AMBOS SEXOS;Navarra, Comunidad Foral de;ACTIVIDADES FÍSICAS Y DEPORTIVAS;94,9
AMBOS SEXOS;Navarra, Comunidad Foral de;ADMINISTRACIÓN Y GESTIÓN;92,3
AMBOS SEXOS;Navarra, Comunidad Foral de;AGRARIA;93,7
AMBOS SEXOS;Navarra, Comunidad Foral de;ARTES GRÁFICAS;88,2
AMBOS SEXOS;Navarra, Comunidad Foral de;ARTES Y ARTESANÍAS;.
AMBOS SEXOS;Navarra, Comunidad Foral de;COMERCIO Y MARKETING;90,4
AMBOS SEXOS;Navarra, Comunidad Foral de;EDIFICACIÓN Y OBRA CIVIL;77,7
AMBOS SEXOS;Navarra, Comunidad Foral de;ELECTRICIDAD Y ELECTRÓNICA;85,2
AMBOS SEXOS;Navarra, Comunidad Foral de;ENERGÍA Y AGUA;87,8
AMBOS SEXOS;Navarra, Comunidad Foral de;FABRICACIÓN MECÁNICA;86,1
AMBOS SEXOS;Navarra, Comunidad Foral de;HOSTELERÍA Y TURISMO;86,9
AMBOS SEXOS;Navarra, Comunidad Foral de;IMAGEN PERSONAL;88,8
AMBOS SEXOS;Navarra, Comunidad Foral de;IMAGEN Y SONIDO;88,5
AMBOS SEXOS;Navarra, Comunidad Foral de;INDUSTRIAS ALIMENTARIAS;79,8
AMBOS SEXOS;Navarra, Comunidad Foral de;INDUSTRIAS EXTRACTIVAS;.
AMBOS SEXOS;Navarra, Comunidad Foral de;INFORMÁTICA Y COMUNICACIONES;85,0
AMBOS SEXOS;Navarra, Comunidad Foral de;INSTALACIÓN Y MANTENIMIENTO;87,5
AMBOS SEXOS;Navarra, Comunidad Foral de;MADERA, MUEBLE Y CORCHO;94,4
AMBOS SEXOS;Navarra, Comunidad Foral de;MARÍTIMO-PESQUERA;.
AMBOS SEXOS;Navarra, Comunidad Foral de;QUÍMICA;93,4
AMBOS SEXOS;Navarra, Comunidad Foral de;SANIDAD;94,9
AMBOS SEXOS;Navarra, Comunidad Foral de;SEGURIDAD Y MEDIO AMBIENTE;94,2
AMBOS SEXOS;Navarra, Comunidad Foral de;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;92,5
AMBOS SEXOS;Navarra, Comunidad Foral de;TEXTIL, CONFECCIÓN Y PIEL;.
AMBOS SEXOS;Navarra, Comunidad Foral de;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;91,9
AMBOS SEXOS;Navarra, Comunidad Foral de;VIDRIO Y CERÁMICA;.
AMBOS SEXOS;País Vasco;ACTIVIDADES FÍSICAS Y DEPORTIVAS;98,1
AMBOS SEXOS;País Vasco;ADMINISTRACIÓN Y GESTIÓN;96,1
AMBOS SEXOS;País Vasco;AGRARIA;89,1
AMBOS SEXOS;País Vasco;ARTES GRÁFICAS;94,0
AMBOS SEXOS;País Vasco;ARTES Y ARTESANÍAS;.
AMBOS SEXOS;País Vasco;COMERCIO Y MARKETING;96,3
AMBOS SEXOS;País Vasco;EDIFICACIÓN Y OBRA CIVIL;96,8
AMBOS SEXOS;País Vasco;ELECTRICIDAD Y ELECTRÓNICA;94,1
AMBOS SEXOS;País Vasco;ENERGÍA Y AGUA;91,9
AMBOS SEXOS;País Vasco;FABRICACIÓN MECÁNICA;96,0
AMBOS SEXOS;País Vasco;HOSTELERÍA Y TURISMO;94,9
AMBOS SEXOS;País Vasco;IMAGEN PERSONAL;98,1
AMBOS SEXOS;País Vasco;IMAGEN Y SONIDO;95,3
AMBOS SEXOS;País Vasco;INDUSTRIAS ALIMENTARIAS;96,5
AMBOS SEXOS;País Vasco;INDUSTRIAS EXTRACTIVAS;.
AMBOS SEXOS;País Vasco;INFORMÁTICA Y COMUNICACIONES;94,6
AMBOS SEXOS;País Vasco;INSTALACIÓN Y MANTENIMIENTO;94,7
AMBOS SEXOS;País Vasco;MADERA, MUEBLE Y CORCHO;91,2
AMBOS SEXOS;País Vasco;MARÍTIMO-PESQUERA;94,5
AMBOS SEXOS;País Vasco;QUÍMICA;97,1
AMBOS SEXOS;País Vasco;SANIDAD;93,9
AMBOS SEXOS;País Vasco;SEGURIDAD Y MEDIO AMBIENTE;92,6
AMBOS SEXOS;País Vasco;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;97,1
AMBOS SEXOS;País Vasco;TEXTIL, CONFECCIÓN Y PIEL;94,0
AMBOS SEXOS;País Vasco;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;96,2
AMBOS SEXOS;País Vasco;VIDRIO Y CERÁMICA;.
AMBOS SEXOS;Rioja, La;ACTIVIDADES FÍSICAS Y DEPORTIVAS;83,9
AMBOS SEXOS;Rioja, La;ADMINISTRACIÓN Y GESTIÓN;86,4
AMBOS SEXOS;Rioja, La;AGRARIA;67,5
AMBOS SEXOS;Rioja, La;ARTES GRÁFICAS;.
AMBOS SEXOS;Rioja, La;ARTES Y ARTESANÍAS;.
AMBOS SEXOS;Rioja, La;COMERCIO Y MARKETING;88,4
AMBOS SEXOS;Rioja, La;EDIFICACIÓN Y OBRA CIVIL;80,5
AMBOS SEXOS;Rioja, La;ELECTRICIDAD Y ELECTRÓNICA;80,4
AMBOS SEXOS;Rioja, La;ENERGÍA Y AGUA;98,2
AMBOS SEXOS;Rioja, La;FABRICACIÓN MECÁNICA;84,7
AMBOS SEXOS;Rioja, La;HOSTELERÍA Y TURISMO;90,5
AMBOS SEXOS;Rioja, La;IMAGEN PERSONAL;89,5
AMBOS SEXOS;Rioja, La;IMAGEN Y SONIDO;.
AMBOS SEXOS;Rioja, La;INDUSTRIAS ALIMENTARIAS;81,2
AMBOS SEXOS;Rioja, La;INDUSTRIAS EXTRACTIVAS;.
AMBOS SEXOS;Rioja, La;INFORMÁTICA Y COMUNICACIONES;86,9
AMBOS SEXOS;Rioja, La;INSTALACIÓN Y MANTENIMIENTO;85,5
AMBOS SEXOS;Rioja, La;MADERA, MUEBLE Y CORCHO;.
AMBOS SEXOS;Rioja, La;MARÍTIMO-PESQUERA;.
AMBOS SEXOS;Rioja, La;QUÍMICA;90,2
AMBOS SEXOS;Rioja, La;SANIDAD;90,1
AMBOS SEXOS;Rioja, La;SEGURIDAD Y MEDIO AMBIENTE;70,8
AMBOS SEXOS;Rioja, La;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;92,0
AMBOS SEXOS;Rioja, La;TEXTIL, CONFECCIÓN Y PIEL;88,5
AMBOS SEXOS;Rioja, La;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;89,8
AMBOS SEXOS;Rioja, La;VIDRIO Y CERÁMICA;.
AMBOS SEXOS;Ceuta;ACTIVIDADES FÍSICAS Y DEPORTIVAS;79,7
AMBOS SEXOS;Ceuta;ADMINISTRACIÓN Y GESTIÓN;0,0
AMBOS SEXOS;Ceuta;AGRARIA;58,8
AMBOS SEXOS;Ceuta;ARTES GRÁFICAS;.
AMBOS SEXOS;Ceuta;ARTES Y ARTESANÍAS;.
AMBOS SEXOS;Ceuta;COMERCIO Y MARKETING;0,0
AMBOS SEXOS;Ceuta;EDIFICACIÓN Y OBRA CIVIL;63,7
AMBOS SEXOS;Ceuta;ELECTRICIDAD Y ELECTRÓNICA;69,3
AMBOS SEXOS;Ceuta;ENERGÍA Y AGUA;84,7
AMBOS SEXOS;Ceuta;FABRICACIÓN MECÁNICA;.
AMBOS SEXOS;Ceuta;HOSTELERÍA Y TURISMO;76,7
AMBOS SEXOS;Ceuta;IMAGEN PERSONAL;78,3
AMBOS SEXOS;Ceuta;IMAGEN Y SONIDO;85,9
AMBOS SEXOS;Ceuta;INDUSTRIAS ALIMENTARIAS;.
AMBOS SEXOS;Ceuta;INDUSTRIAS EXTRACTIVAS;.
AMBOS SEXOS;Ceuta;INFORMÁTICA Y COMUNICACIONES;0,0
AMBOS SEXOS;Ceuta;INSTALACIÓN Y MANTENIMIENTO;.
AMBOS SEXOS;Ceuta;MADERA, MUEBLE Y CORCHO;.
AMBOS SEXOS;Ceuta;MARÍTIMO-PESQUERA;.
AMBOS SEXOS;Ceuta;QUÍMICA;.
AMBOS SEXOS;Ceuta;SANIDAD;66,3
AMBOS SEXOS;Ceuta;SEGURIDAD Y MEDIO AMBIENTE;59,7
AMBOS SEXOS;Ceuta;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;87,4
AMBOS SEXOS;Ceuta;TEXTIL, CONFECCIÓN Y PIEL;.
AMBOS SEXOS;Ceuta;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;55,3
AMBOS SEXOS;Ceuta;VIDRIO Y CERÁMICA;.
AMBOS SEXOS;Melilla;ACTIVIDADES FÍSICAS Y DEPORTIVAS;60,8
AMBOS SEXOS;Melilla;ADMINISTRACIÓN Y GESTIÓN;68,4
AMBOS SEXOS;Melilla;AGRARIA;.
AMBOS SEXOS;Melilla;ARTES GRÁFICAS;.
AMBOS SEXOS;Melilla;ARTES Y ARTESANÍAS;.
AMBOS SEXOS;Melilla;COMERCIO Y MARKETING;85,9
AMBOS SEXOS;Melilla;EDIFICACIÓN Y OBRA CIVIL;.
AMBOS SEXOS;Melilla;ELECTRICIDAD Y ELECTRÓNICA;81,1
AMBOS SEXOS;Melilla;ENERGÍA Y AGUA;.
AMBOS SEXOS;Melilla;FABRICACIÓN MECÁNICA;.
AMBOS SEXOS;Melilla;HOSTELERÍA Y TURISMO;73,7
AMBOS SEXOS;Melilla;IMAGEN PERSONAL;.
AMBOS SEXOS;Melilla;IMAGEN Y SONIDO;73,9
AMBOS SEXOS;Melilla;INDUSTRIAS ALIMENTARIAS;.
AMBOS SEXOS;Melilla;INDUSTRIAS EXTRACTIVAS;.
AMBOS SEXOS;Melilla;INFORMÁTICA Y COMUNICACIONES;59,5
AMBOS SEXOS;Melilla;INSTALACIÓN Y MANTENIMIENTO;.
AMBOS SEXOS;Melilla;MADERA, MUEBLE Y CORCHO;.
AMBOS SEXOS;Melilla;MARÍTIMO-PESQUERA;.
AMBOS SEXOS;Melilla;QUÍMICA;.
AMBOS SEXOS;Melilla;SANIDAD;92,5
AMBOS SEXOS;Melilla;SEGURIDAD Y MEDIO AMBIENTE;48,3
AMBOS SEXOS;Melilla;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;90,8
AMBOS SEXOS;Melilla;TEXTIL, CONFECCIÓN Y PIEL;.
AMBOS SEXOS;Melilla;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;74,7
AMBOS SEXOS;Melilla;VIDRIO Y CERÁMICA;.
Hombres;TOTAL;ACTIVIDADES FÍSICAS Y DEPORTIVAS;92,1
Hombres;TOTAL;ADMINISTRACIÓN Y GESTIÓN;84,2
Hombres;TOTAL;AGRARIA;82,9
Hombres;TOTAL;ARTES GRÁFICAS;85,2
Hombres;TOTAL;ARTES Y ARTESANÍAS;80,1
Hombres;TOTAL;COMERCIO Y MARKETING;84,8
Hombres;TOTAL;EDIFICACIÓN Y OBRA CIVIL;76,9
Hombres;TOTAL;ELECTRICIDAD Y ELECTRÓNICA;82,0
Hombres;TOTAL;ENERGÍA Y AGUA;81,8
Hombres;TOTAL;FABRICACIÓN MECÁNICA;84,5
Hombres;TOTAL;HOSTELERÍA Y TURISMO;81,0
Hombres;TOTAL;IMAGEN PERSONAL;84,1
Hombres;TOTAL;IMAGEN Y SONIDO;88,5
Hombres;TOTAL;INDUSTRIAS ALIMENTARIAS;80,3
Hombres;TOTAL;INDUSTRIAS EXTRACTIVAS;.
Hombres;TOTAL;INFORMÁTICA Y COMUNICACIONES;81,5
Hombres;TOTAL;INSTALACIÓN Y MANTENIMIENTO;83,7
Hombres;TOTAL;MADERA, MUEBLE Y CORCHO;80,3
Hombres;TOTAL;MARÍTIMO-PESQUERA;88,3
Hombres;TOTAL;QUÍMICA;82,9
Hombres;TOTAL;SANIDAD;91,1
Hombres;TOTAL;SEGURIDAD Y MEDIO AMBIENTE;82,2
Hombres;TOTAL;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;88,2
Hombres;TOTAL;TEXTIL, CONFECCIÓN Y PIEL;82,4
Hombres;TOTAL;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;85,4
Hombres;TOTAL;VIDRIO Y CERÁMICA;61,2
Hombres;Andalucía;ACTIVIDADES FÍSICAS Y DEPORTIVAS;96,7
Hombres;Andalucía;ADMINISTRACIÓN Y GESTIÓN;86,7
Hombres;Andalucía;AGRARIA;85,8
Hombres;Andalucía;ARTES GRÁFICAS;87,8
Hombres;Andalucía;ARTES Y ARTESANÍAS;.
Hombres;Andalucía;COMERCIO Y MARKETING;89,4
Hombres;Andalucía;EDIFICACIÓN Y OBRA CIVIL;77,3
Hombres;Andalucía;ELECTRICIDAD Y ELECTRÓNICA;81,4
Hombres;Andalucía;ENERGÍA Y AGUA;83,6
Hombres;Andalucía;FABRICACIÓN MECÁNICA;82,1
Hombres;Andalucía;HOSTELERÍA Y TURISMO;82,9
Hombres;Andalucía;IMAGEN PERSONAL;88,8
Hombres;Andalucía;IMAGEN Y SONIDO;89,9
Hombres;Andalucía;INDUSTRIAS ALIMENTARIAS;82,2
Hombres;Andalucía;INDUSTRIAS EXTRACTIVAS;.
Hombres;Andalucía;INFORMÁTICA Y COMUNICACIONES;82,8
Hombres;Andalucía;INSTALACIÓN Y MANTENIMIENTO;82,0
Hombres;Andalucía;MADERA, MUEBLE Y CORCHO;80,9
Hombres;Andalucía;MARÍTIMO-PESQUERA;91,3
Hombres;Andalucía;QUÍMICA;82,8
Hombres;Andalucía;SANIDAD;96,7
Hombres;Andalucía;SEGURIDAD Y MEDIO AMBIENTE;87,8
Hombres;Andalucía;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;91,8
Hombres;Andalucía;TEXTIL, CONFECCIÓN Y PIEL;82,1
Hombres;Andalucía;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;88,7
Hombres;Andalucía;VIDRIO Y CERÁMICA;.
Hombres;Aragón;ACTIVIDADES FÍSICAS Y DEPORTIVAS;91,0
Hombres;Aragón;ADMINISTRACIÓN Y GESTIÓN;76,9
Hombres;Aragón;AGRARIA;79,4
Hombres;Aragón;ARTES GRÁFICAS;83,0
Hombres;Aragón;ARTES Y ARTESANÍAS;.
Hombres;Aragón;COMERCIO Y MARKETING;71,5
Hombres;Aragón;EDIFICACIÓN Y OBRA CIVIL;82,2
Hombres;Aragón;ELECTRICIDAD Y ELECTRÓNICA;84,1
Hombres;Aragón;ENERGÍA Y AGUA;88,5
Hombres;Aragón;FABRICACIÓN MECÁNICA;81,4
Hombres;Aragón;HOSTELERÍA Y TURISMO;72,3
Hombres;Aragón;IMAGEN PERSONAL;81,4
Hombres;Aragón;IMAGEN Y SONIDO;89,1
Hombres;Aragón;INDUSTRIAS ALIMENTARIAS;74,3
Hombres;Aragón;INDUSTRIAS EXTRACTIVAS;.
Hombres;Aragón;INFORMÁTICA Y COMUNICACIONES;81,0
Hombres;Aragón;INSTALACIÓN Y MANTENIMIENTO;87,8
Hombres;Aragón;MADERA, MUEBLE Y CORCHO;80,9
Hombres;Aragón;MARÍTIMO-PESQUERA;.
Hombres;Aragón;QUÍMICA;84,2
Hombres;Aragón;SANIDAD;85,1
Hombres;Aragón;SEGURIDAD Y MEDIO AMBIENTE;95,9
Hombres;Aragón;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;94,5
Hombres;Aragón;TEXTIL, CONFECCIÓN Y PIEL;96,6
Hombres;Aragón;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;86,7
Hombres;Aragón;VIDRIO Y CERÁMICA;.
Hombres;Asturias, Principado de;ACTIVIDADES FÍSICAS Y DEPORTIVAS;92,3
Hombres;Asturias, Principado de;ADMINISTRACIÓN Y GESTIÓN;78,9
Hombres;Asturias, Principado de;AGRARIA;82,5
Hombres;Asturias, Principado de;ARTES GRÁFICAS;52,2
Hombres;Asturias, Principado de;ARTES Y ARTESANÍAS;.
Hombres;Asturias, Principado de;COMERCIO Y MARKETING;80,4
Hombres;Asturias, Principado de;EDIFICACIÓN Y OBRA CIVIL;60,4
Hombres;Asturias, Principado de;ELECTRICIDAD Y ELECTRÓNICA;74,8
Hombres;Asturias, Principado de;ENERGÍA Y AGUA;76,2
Hombres;Asturias, Principado de;FABRICACIÓN MECÁNICA;71,4
Hombres;Asturias, Principado de;HOSTELERÍA Y TURISMO;77,6
Hombres;Asturias, Principado de;IMAGEN PERSONAL;44,8
Hombres;Asturias, Principado de;IMAGEN Y SONIDO;77,5
Hombres;Asturias, Principado de;INDUSTRIAS ALIMENTARIAS;73,6
Hombres;Asturias, Principado de;INDUSTRIAS EXTRACTIVAS;.
Hombres;Asturias, Principado de;INFORMÁTICA Y COMUNICACIONES;77,7
Hombres;Asturias, Principado de;INSTALACIÓN Y MANTENIMIENTO;77,2
Hombres;Asturias, Principado de;MADERA, MUEBLE Y CORCHO;.
Hombres;Asturias, Principado de;MARÍTIMO-PESQUERA;80,0
Hombres;Asturias, Principado de;QUÍMICA;83,1
Hombres;Asturias, Principado de;SANIDAD;94,6
Hombres;Asturias, Principado de;SEGURIDAD Y MEDIO AMBIENTE;84,7
Hombres;Asturias, Principado de;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;80,4
Hombres;Asturias, Principado de;TEXTIL, CONFECCIÓN Y PIEL;.
Hombres;Asturias, Principado de;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;77,2
Hombres;Asturias, Principado de;VIDRIO Y CERÁMICA;.
Hombres;Balears, Illes;ACTIVIDADES FÍSICAS Y DEPORTIVAS;94,1
Hombres;Balears, Illes;ADMINISTRACIÓN Y GESTIÓN;90,1
Hombres;Balears, Illes;AGRARIA;93,8
Hombres;Balears, Illes;ARTES GRÁFICAS;100,0
Hombres;Balears, Illes;ARTES Y ARTESANÍAS;.
Hombres;Balears, Illes;COMERCIO Y MARKETING;95,5
Hombres;Balears, Illes;EDIFICACIÓN Y OBRA CIVIL;88,3
Hombres;Balears, Illes;ELECTRICIDAD Y ELECTRÓNICA;85,7
Hombres;Balears, Illes;ENERGÍA Y AGUA;97,1
Hombres;Balears, Illes;FABRICACIÓN MECÁNICA;.
Hombres;Balears, Illes;HOSTELERÍA Y TURISMO;91,0
Hombres;Balears, Illes;IMAGEN PERSONAL;50,0
Hombres;Balears, Illes;IMAGEN Y SONIDO;93,8
Hombres;Balears, Illes;INDUSTRIAS ALIMENTARIAS;79,3
Hombres;Balears, Illes;INDUSTRIAS EXTRACTIVAS;.
Hombres;Balears, Illes;INFORMÁTICA Y COMUNICACIONES;90,2
Hombres;Balears, Illes;INSTALACIÓN Y MANTENIMIENTO;91,3
Hombres;Balears, Illes;MADERA, MUEBLE Y CORCHO;100,0
Hombres;Balears, Illes;MARÍTIMO-PESQUERA;90,7
Hombres;Balears, Illes;QUÍMICA;92,4
Hombres;Balears, Illes;SANIDAD;91,8
Hombres;Balears, Illes;SEGURIDAD Y MEDIO AMBIENTE;.
Hombres;Balears, Illes;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;94,1
Hombres;Balears, Illes;TEXTIL, CONFECCIÓN Y PIEL;.
Hombres;Balears, Illes;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;91,1
Hombres;Balears, Illes;VIDRIO Y CERÁMICA;.
Hombres;Canarias;ACTIVIDADES FÍSICAS Y DEPORTIVAS;88,3
Hombres;Canarias;ADMINISTRACIÓN Y GESTIÓN;86,3
Hombres;Canarias;AGRARIA;78,6
Hombres;Canarias;ARTES GRÁFICAS;78,9
Hombres;Canarias;ARTES Y ARTESANÍAS;.
Hombres;Canarias;COMERCIO Y MARKETING;90,8
Hombres;Canarias;EDIFICACIÓN Y OBRA CIVIL;81,2
Hombres;Canarias;ELECTRICIDAD Y ELECTRÓNICA;85,9
Hombres;Canarias;ENERGÍA Y AGUA;87,2
Hombres;Canarias;FABRICACIÓN MECÁNICA;74,0
Hombres;Canarias;HOSTELERÍA Y TURISMO;84,8
Hombres;Canarias;IMAGEN PERSONAL;90,4
Hombres;Canarias;IMAGEN Y SONIDO;88,2
Hombres;Canarias;INDUSTRIAS ALIMENTARIAS;79,8
Hombres;Canarias;INDUSTRIAS EXTRACTIVAS;.
Hombres;Canarias;INFORMÁTICA Y COMUNICACIONES;77,0
Hombres;Canarias;INSTALACIÓN Y MANTENIMIENTO;82,0
Hombres;Canarias;MADERA, MUEBLE Y CORCHO;78,0
Hombres;Canarias;MARÍTIMO-PESQUERA;88,8
Hombres;Canarias;QUÍMICA;92,8
Hombres;Canarias;SANIDAD;93,3
Hombres;Canarias;SEGURIDAD Y MEDIO AMBIENTE;86,3
Hombres;Canarias;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;91,5
Hombres;Canarias;TEXTIL, CONFECCIÓN Y PIEL;90,3
Hombres;Canarias;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;86,6
Hombres;Canarias;VIDRIO Y CERÁMICA;.
Hombres;Cantabria;ACTIVIDADES FÍSICAS Y DEPORTIVAS;94,7
Hombres;Cantabria;ADMINISTRACIÓN Y GESTIÓN;93,0
Hombres;Cantabria;AGRARIA;85,3
Hombres;Cantabria;ARTES GRÁFICAS;87,2
Hombres;Cantabria;ARTES Y ARTESANÍAS;.
Hombres;Cantabria;COMERCIO Y MARKETING;94,0
Hombres;Cantabria;EDIFICACIÓN Y OBRA CIVIL;92,1
Hombres;Cantabria;ELECTRICIDAD Y ELECTRÓNICA;85,6
Hombres;Cantabria;ENERGÍA Y AGUA;94,8
Hombres;Cantabria;FABRICACIÓN MECÁNICA;89,5
Hombres;Cantabria;HOSTELERÍA Y TURISMO;90,2
Hombres;Cantabria;IMAGEN PERSONAL;69,4
Hombres;Cantabria;IMAGEN Y SONIDO;91,5
Hombres;Cantabria;INDUSTRIAS ALIMENTARIAS;84,4
Hombres;Cantabria;INDUSTRIAS EXTRACTIVAS;.
Hombres;Cantabria;INFORMÁTICA Y COMUNICACIONES;87,5
Hombres;Cantabria;INSTALACIÓN Y MANTENIMIENTO;94,1
Hombres;Cantabria;MADERA, MUEBLE Y CORCHO;93,8
Hombres;Cantabria;MARÍTIMO-PESQUERA;.
Hombres;Cantabria;QUÍMICA;98,6
Hombres;Cantabria;SANIDAD;93,1
Hombres;Cantabria;SEGURIDAD Y MEDIO AMBIENTE;90,8
Hombres;Cantabria;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;95,7
Hombres;Cantabria;TEXTIL, CONFECCIÓN Y PIEL;.
Hombres;Cantabria;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;87,2
Hombres;Cantabria;VIDRIO Y CERÁMICA;.
Hombres;Castilla y León;ACTIVIDADES FÍSICAS Y DEPORTIVAS;85,2
Hombres;Castilla y León;ADMINISTRACIÓN Y GESTIÓN;82,1
Hombres;Castilla y León;AGRARIA;85,2
Hombres;Castilla y León;ARTES GRÁFICAS;81,5
Hombres;Castilla y León;ARTES Y ARTESANÍAS;.
Hombres;Castilla y León;COMERCIO Y MARKETING;74,1
Hombres;Castilla y León;EDIFICACIÓN Y OBRA CIVIL;63,2
Hombres;Castilla y León;ELECTRICIDAD Y ELECTRÓNICA;77,9
Hombres;Castilla y León;ENERGÍA Y AGUA;86,2
Hombres;Castilla y León;FABRICACIÓN MECÁNICA;77,0
Hombres;Castilla y León;HOSTELERÍA Y TURISMO;74,6
Hombres;Castilla y León;IMAGEN PERSONAL;78,1
Hombres;Castilla y León;IMAGEN Y SONIDO;83,4
Hombres;Castilla y León;INDUSTRIAS ALIMENTARIAS;78,4
Hombres;Castilla y León;INDUSTRIAS EXTRACTIVAS;.
Hombres;Castilla y León;INFORMÁTICA Y COMUNICACIONES;77,5
Hombres;Castilla y León;INSTALACIÓN Y MANTENIMIENTO;85,5
Hombres;Castilla y León;MADERA, MUEBLE Y CORCHO;83,7
Hombres;Castilla y León;MARÍTIMO-PESQUERA;.
