Sexo;Comunidad autónoma (1);Familia profesional (2);Total
AMBOS SEXOS;Madrid, Comunidad de;FABRICACIÓN MECÁNICA;56,2
AMBOS SEXOS;Madrid, Comunidad de;HOSTELERÍA Y TURISMO;69,0
AMBOS SEXOS;Madrid, Comunidad de;IMAGEN PERSONAL;75,8
AMBOS SEXOS;Madrid, Comunidad de;IMAGEN Y SONIDO;86,6
AMBOS SEXOS;Madrid, Comunidad de;INDUSTRIAS ALIMENTARIAS;55,0
AMBOS SEXOS;Madrid, Comunidad de;INDUSTRIAS EXTRACTIVAS;.
AMBOS SEXOS;Madrid, Comunidad de;INFORMÁTICA Y COMUNICACIONES;80,1
AMBOS SEXOS;Madrid, Comunidad de;INSTALACIÓN Y MANTENIMIENTO;68,5
AMBOS SEXOS;Madrid, Comunidad de;MADERA, MUEBLE Y CORCHO;75,0
AMBOS SEXOS;Madrid, Comunidad de;MARÍTIMO-PESQUERA;.
AMBOS SEXOS;Madrid, Comunidad de;QUÍMICA;69,7
AMBOS SEXOS;Madrid, Comunidad de;SANIDAD;81,1
AMBOS SEXOS;Madrid, Comunidad de;SEGURIDAD Y MEDIO AMBIENTE;46,3
AMBOS SEXOS;Madrid, Comunidad de;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;78,0
AMBOS SEXOS;Madrid, Comunidad de;TEXTIL, CONFECCIÓN Y PIEL;72,3
AMBOS SEXOS;Madrid, Comunidad de;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;67,3
AMBOS SEXOS;Madrid, Comunidad de;VIDRIO Y CERÁMICA;.
AMBOS SEXOS;Murcia (Región de );ACTIVIDADES FÍSICAS Y DEPORTIVAS;84,7
AMBOS SEXOS;Murcia (Región de );ADMINISTRACIÓN Y GESTIÓN;72,1
AMBOS SEXOS;Murcia (Región de );AGRARIA;70,9
AMBOS SEXOS;Murcia (Región de );ARTES GRÁFICAS;60,7
AMBOS SEXOS;Murcia (Región de );ARTES Y ARTESANÍAS;.
AMBOS SEXOS;Murcia (Región de );COMERCIO Y MARKETING;74,7
AMBOS SEXOS;Murcia (Región de );EDIFICACIÓN Y OBRA CIVIL;82,5
AMBOS SEXOS;Murcia (Región de );ELECTRICIDAD Y ELECTRÓNICA;67,3
AMBOS SEXOS;Murcia (Región de );ENERGÍA Y AGUA;.
AMBOS SEXOS;Murcia (Región de );FABRICACIÓN MECÁNICA;77,2
AMBOS SEXOS;Murcia (Región de );HOSTELERÍA Y TURISMO;63,7
AMBOS SEXOS;Murcia (Región de );IMAGEN PERSONAL;79,6
AMBOS SEXOS;Murcia (Región de );IMAGEN Y SONIDO;78,2
AMBOS SEXOS;Murcia (Región de );INDUSTRIAS ALIMENTARIAS;66,9
AMBOS SEXOS;Murcia (Región de );INDUSTRIAS EXTRACTIVAS;.
AMBOS SEXOS;Murcia (Región de );INFORMÁTICA Y COMUNICACIONES;73,5
AMBOS SEXOS;Murcia (Región de );INSTALACIÓN Y MANTENIMIENTO;70,0
AMBOS SEXOS;Murcia (Región de );MADERA, MUEBLE Y CORCHO;79,3
AMBOS SEXOS;Murcia (Región de );MARÍTIMO-PESQUERA;70,5
AMBOS SEXOS;Murcia (Región de );QUÍMICA;66,3
AMBOS SEXOS;Murcia (Región de );SANIDAD;79,6
AMBOS SEXOS;Murcia (Región de );SEGURIDAD Y MEDIO AMBIENTE;96,2
AMBOS SEXOS;Murcia (Región de );SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;83,0
AMBOS SEXOS;Murcia (Región de );TEXTIL, CONFECCIÓN Y PIEL;63,9
AMBOS SEXOS;Murcia (Región de );TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;63,7
AMBOS SEXOS;Murcia (Región de );VIDRIO Y CERÁMICA;.
AMBOS SEXOS;Navarra, Comunidad Foral de;ACTIVIDADES FÍSICAS Y DEPORTIVAS;89,1
AMBOS SEXOS;Navarra, Comunidad Foral de;ADMINISTRACIÓN Y GESTIÓN;90,4
AMBOS SEXOS;Navarra, Comunidad Foral de;AGRARIA;90,2
AMBOS SEXOS;Navarra, Comunidad Foral de;ARTES GRÁFICAS;78,2
AMBOS SEXOS;Navarra, Comunidad Foral de;ARTES Y ARTESANÍAS;.
AMBOS SEXOS;Navarra, Comunidad Foral de;COMERCIO Y MARKETING;81,1
AMBOS SEXOS;Navarra, Comunidad Foral de;EDIFICACIÓN Y OBRA CIVIL;.
AMBOS SEXOS;Navarra, Comunidad Foral de;ELECTRICIDAD Y ELECTRÓNICA;80,3
AMBOS SEXOS;Navarra, Comunidad Foral de;ENERGÍA Y AGUA;74,7
AMBOS SEXOS;Navarra, Comunidad Foral de;FABRICACIÓN MECÁNICA;84,3
AMBOS SEXOS;Navarra, Comunidad Foral de;HOSTELERÍA Y TURISMO;71,9
AMBOS SEXOS;Navarra, Comunidad Foral de;IMAGEN PERSONAL;85,1
AMBOS SEXOS;Navarra, Comunidad Foral de;IMAGEN Y SONIDO;80,1
AMBOS SEXOS;Navarra, Comunidad Foral de;INDUSTRIAS ALIMENTARIAS;79,7
AMBOS SEXOS;Navarra, Comunidad Foral de;INDUSTRIAS EXTRACTIVAS;90,8
AMBOS SEXOS;Navarra, Comunidad Foral de;INFORMÁTICA Y COMUNICACIONES;90,0
AMBOS SEXOS;Navarra, Comunidad Foral de;INSTALACIÓN Y MANTENIMIENTO;83,2
AMBOS SEXOS;Navarra, Comunidad Foral de;MADERA, MUEBLE Y CORCHO;85,4
AMBOS SEXOS;Navarra, Comunidad Foral de;MARÍTIMO-PESQUERA;.
AMBOS SEXOS;Navarra, Comunidad Foral de;QUÍMICA;84,4
AMBOS SEXOS;Navarra, Comunidad Foral de;SANIDAD;94,3
AMBOS SEXOS;Navarra, Comunidad Foral de;SEGURIDAD Y MEDIO AMBIENTE;.
AMBOS SEXOS;Navarra, Comunidad Foral de;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;92,7
AMBOS SEXOS;Navarra, Comunidad Foral de;TEXTIL, CONFECCIÓN Y PIEL;92,5
AMBOS SEXOS;Navarra, Comunidad Foral de;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;85,4
AMBOS SEXOS;Navarra, Comunidad Foral de;VIDRIO Y CERÁMICA;.
AMBOS SEXOS;País Vasco;ACTIVIDADES FÍSICAS Y DEPORTIVAS;91,8
AMBOS SEXOS;País Vasco;ADMINISTRACIÓN Y GESTIÓN;92,8
AMBOS SEXOS;País Vasco;AGRARIA;83,3
AMBOS SEXOS;País Vasco;ARTES GRÁFICAS;91,8
AMBOS SEXOS;País Vasco;ARTES Y ARTESANÍAS;.
AMBOS SEXOS;País Vasco;COMERCIO Y MARKETING;93,3
AMBOS SEXOS;País Vasco;EDIFICACIÓN Y OBRA CIVIL;94,4
AMBOS SEXOS;País Vasco;ELECTRICIDAD Y ELECTRÓNICA;90,1
AMBOS SEXOS;País Vasco;ENERGÍA Y AGUA;.
AMBOS SEXOS;País Vasco;FABRICACIÓN MECÁNICA;91,3
AMBOS SEXOS;País Vasco;HOSTELERÍA Y TURISMO;90,7
AMBOS SEXOS;País Vasco;IMAGEN PERSONAL;96,2
AMBOS SEXOS;País Vasco;IMAGEN Y SONIDO;99,1
AMBOS SEXOS;País Vasco;INDUSTRIAS ALIMENTARIAS;92,9
AMBOS SEXOS;País Vasco;INDUSTRIAS EXTRACTIVAS;.
AMBOS SEXOS;País Vasco;INFORMÁTICA Y COMUNICACIONES;92,8
AMBOS SEXOS;País Vasco;INSTALACIÓN Y MANTENIMIENTO;92,5
AMBOS SEXOS;País Vasco;MADERA, MUEBLE Y CORCHO;87,9
AMBOS SEXOS;País Vasco;MARÍTIMO-PESQUERA;89,5
AMBOS SEXOS;País Vasco;QUÍMICA;92,3
AMBOS SEXOS;País Vasco;SANIDAD;87,2
AMBOS SEXOS;País Vasco;SEGURIDAD Y MEDIO AMBIENTE;.
AMBOS SEXOS;País Vasco;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;96,4
AMBOS SEXOS;País Vasco;TEXTIL, CONFECCIÓN Y PIEL;76,5
AMBOS SEXOS;País Vasco;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;90,0
AMBOS SEXOS;País Vasco;VIDRIO Y CERÁMICA;.
AMBOS SEXOS;Rioja, La;ACTIVIDADES FÍSICAS Y DEPORTIVAS;89,4
AMBOS SEXOS;Rioja, La;ADMINISTRACIÓN Y GESTIÓN;77,7
AMBOS SEXOS;Rioja, La;AGRARIA;69,4
AMBOS SEXOS;Rioja, La;ARTES GRÁFICAS;81,2
AMBOS SEXOS;Rioja, La;ARTES Y ARTESANÍAS;.
AMBOS SEXOS;Rioja, La;COMERCIO Y MARKETING;83,7
AMBOS SEXOS;Rioja, La;EDIFICACIÓN Y OBRA CIVIL;84,0
AMBOS SEXOS;Rioja, La;ELECTRICIDAD Y ELECTRÓNICA;73,9
AMBOS SEXOS;Rioja, La;ENERGÍA Y AGUA;.
AMBOS SEXOS;Rioja, La;FABRICACIÓN MECÁNICA;69,8
AMBOS SEXOS;Rioja, La;HOSTELERÍA Y TURISMO;76,1
AMBOS SEXOS;Rioja, La;IMAGEN PERSONAL;74,9
AMBOS SEXOS;Rioja, La;IMAGEN Y SONIDO;.
AMBOS SEXOS;Rioja, La;INDUSTRIAS ALIMENTARIAS;83,0
AMBOS SEXOS;Rioja, La;INDUSTRIAS EXTRACTIVAS;.
AMBOS SEXOS;Rioja, La;INFORMÁTICA Y COMUNICACIONES;82,8
AMBOS SEXOS;Rioja, La;INSTALACIÓN Y MANTENIMIENTO;79,5
AMBOS SEXOS;Rioja, La;MADERA, MUEBLE Y CORCHO;72,6
AMBOS SEXOS;Rioja, La;MARÍTIMO-PESQUERA;.
AMBOS SEXOS;Rioja, La;QUÍMICA;91,4
AMBOS SEXOS;Rioja, La;SANIDAD;74,6
AMBOS SEXOS;Rioja, La;SEGURIDAD Y MEDIO AMBIENTE;.
AMBOS SEXOS;Rioja, La;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;92,8
AMBOS SEXOS;Rioja, La;TEXTIL, CONFECCIÓN Y PIEL;.
AMBOS SEXOS;Rioja, La;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;76,8
AMBOS SEXOS;Rioja, La;VIDRIO Y CERÁMICA;.
AMBOS SEXOS;Ceuta;ACTIVIDADES FÍSICAS Y DEPORTIVAS;57,2
AMBOS SEXOS;Ceuta;ADMINISTRACIÓN Y GESTIÓN;0,0
AMBOS SEXOS;Ceuta;AGRARIA;47,0
AMBOS SEXOS;Ceuta;ARTES GRÁFICAS;.
AMBOS SEXOS;Ceuta;ARTES Y ARTESANÍAS;.
AMBOS SEXOS;Ceuta;COMERCIO Y MARKETING;0,0
AMBOS SEXOS;Ceuta;EDIFICACIÓN Y OBRA CIVIL;75,8
AMBOS SEXOS;Ceuta;ELECTRICIDAD Y ELECTRÓNICA;56,0
AMBOS SEXOS;Ceuta;ENERGÍA Y AGUA;.
AMBOS SEXOS;Ceuta;FABRICACIÓN MECÁNICA;.
AMBOS SEXOS;Ceuta;HOSTELERÍA Y TURISMO;57,0
AMBOS SEXOS;Ceuta;IMAGEN PERSONAL;65,1
AMBOS SEXOS;Ceuta;IMAGEN Y SONIDO;65,3
AMBOS SEXOS;Ceuta;INDUSTRIAS ALIMENTARIAS;82,8
AMBOS SEXOS;Ceuta;INDUSTRIAS EXTRACTIVAS;.
AMBOS SEXOS;Ceuta;INFORMÁTICA Y COMUNICACIONES;0,0
AMBOS SEXOS;Ceuta;INSTALACIÓN Y MANTENIMIENTO;48,3
AMBOS SEXOS;Ceuta;MADERA, MUEBLE Y CORCHO;.
AMBOS SEXOS;Ceuta;MARÍTIMO-PESQUERA;.
AMBOS SEXOS;Ceuta;QUÍMICA;.
AMBOS SEXOS;Ceuta;SANIDAD;44,8
AMBOS SEXOS;Ceuta;SEGURIDAD Y MEDIO AMBIENTE;.
AMBOS SEXOS;Ceuta;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;72,0
AMBOS SEXOS;Ceuta;TEXTIL, CONFECCIÓN Y PIEL;.
AMBOS SEXOS;Ceuta;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;41,5
AMBOS SEXOS;Ceuta;VIDRIO Y CERÁMICA;.
AMBOS SEXOS;Melilla;ACTIVIDADES FÍSICAS Y DEPORTIVAS;77,8
AMBOS SEXOS;Melilla;ADMINISTRACIÓN Y GESTIÓN;67,5
AMBOS SEXOS;Melilla;AGRARIA;71,0
AMBOS SEXOS;Melilla;ARTES GRÁFICAS;.
AMBOS SEXOS;Melilla;ARTES Y ARTESANÍAS;.
AMBOS SEXOS;Melilla;COMERCIO Y MARKETING;55,6
AMBOS SEXOS;Melilla;EDIFICACIÓN Y OBRA CIVIL;.
AMBOS SEXOS;Melilla;ELECTRICIDAD Y ELECTRÓNICA;55,9
AMBOS SEXOS;Melilla;ENERGÍA Y AGUA;.
AMBOS SEXOS;Melilla;FABRICACIÓN MECÁNICA;.
AMBOS SEXOS;Melilla;HOSTELERÍA Y TURISMO;69,5
AMBOS SEXOS;Melilla;IMAGEN PERSONAL;88,1
AMBOS SEXOS;Melilla;IMAGEN Y SONIDO;61,7
AMBOS SEXOS;Melilla;INDUSTRIAS ALIMENTARIAS;.
AMBOS SEXOS;Melilla;INDUSTRIAS EXTRACTIVAS;.
AMBOS SEXOS;Melilla;INFORMÁTICA Y COMUNICACIONES;74,2
AMBOS SEXOS;Melilla;INSTALACIÓN Y MANTENIMIENTO;57,4
AMBOS SEXOS;Melilla;MADERA, MUEBLE Y CORCHO;.
AMBOS SEXOS;Melilla;MARÍTIMO-PESQUERA;.
AMBOS SEXOS;Melilla;QUÍMICA;.
AMBOS SEXOS;Melilla;SANIDAD;67,4
AMBOS SEXOS;Melilla;SEGURIDAD Y MEDIO AMBIENTE;.
AMBOS SEXOS;Melilla;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;82,5
AMBOS SEXOS;Melilla;TEXTIL, CONFECCIÓN Y PIEL;.
AMBOS SEXOS;Melilla;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;55,5
AMBOS SEXOS;Melilla;VIDRIO Y CERÁMICA;.
Hombres;TOTAL;ACTIVIDADES FÍSICAS Y DEPORTIVAS;85,3
Hombres;TOTAL;ADMINISTRACIÓN Y GESTIÓN;75,1
Hombres;TOTAL;AGRARIA;80,8
Hombres;TOTAL;ARTES GRÁFICAS;78,7
Hombres;TOTAL;ARTES Y ARTESANÍAS;.
Hombres;TOTAL;COMERCIO Y MARKETING;79,9
Hombres;TOTAL;EDIFICACIÓN Y OBRA CIVIL;80,1
Hombres;TOTAL;ELECTRICIDAD Y ELECTRÓNICA;73,8
Hombres;TOTAL;ENERGÍA Y AGUA;65,6
Hombres;TOTAL;FABRICACIÓN MECÁNICA;75,5
Hombres;TOTAL;HOSTELERÍA Y TURISMO;72,2
Hombres;TOTAL;IMAGEN PERSONAL;72,5
Hombres;TOTAL;IMAGEN Y SONIDO;83,0
Hombres;TOTAL;INDUSTRIAS ALIMENTARIAS;74,6
Hombres;TOTAL;INDUSTRIAS EXTRACTIVAS;85,6
Hombres;TOTAL;INFORMÁTICA Y COMUNICACIONES;81,0
Hombres;TOTAL;INSTALACIÓN Y MANTENIMIENTO;75,3
Hombres;TOTAL;MADERA, MUEBLE Y CORCHO;76,0
Hombres;TOTAL;MARÍTIMO-PESQUERA;81,2
Hombres;TOTAL;QUÍMICA;72,9
Hombres;TOTAL;SANIDAD;83,6
Hombres;TOTAL;SEGURIDAD Y MEDIO AMBIENTE;79,7
Hombres;TOTAL;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;81,2
Hombres;TOTAL;TEXTIL, CONFECCIÓN Y PIEL;76,1
Hombres;TOTAL;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;73,0
Hombres;TOTAL;VIDRIO Y CERÁMICA;69,8
Hombres;Andalucía;ACTIVIDADES FÍSICAS Y DEPORTIVAS;88,1
Hombres;Andalucía;ADMINISTRACIÓN Y GESTIÓN;70,7
Hombres;Andalucía;AGRARIA;83,2
Hombres;Andalucía;ARTES GRÁFICAS;82,6
Hombres;Andalucía;ARTES Y ARTESANÍAS;.
Hombres;Andalucía;COMERCIO Y MARKETING;77,6
Hombres;Andalucía;EDIFICACIÓN Y OBRA CIVIL;71,4
Hombres;Andalucía;ELECTRICIDAD Y ELECTRÓNICA;70,8
Hombres;Andalucía;ENERGÍA Y AGUA;100,0
Hombres;Andalucía;FABRICACIÓN MECÁNICA;70,2
Hombres;Andalucía;HOSTELERÍA Y TURISMO;71,3
Hombres;Andalucía;IMAGEN PERSONAL;71,5
Hombres;Andalucía;IMAGEN Y SONIDO;83,3
Hombres;Andalucía;INDUSTRIAS ALIMENTARIAS;72,6
Hombres;Andalucía;INDUSTRIAS EXTRACTIVAS;78,5
Hombres;Andalucía;INFORMÁTICA Y COMUNICACIONES;78,4
Hombres;Andalucía;INSTALACIÓN Y MANTENIMIENTO;73,2
Hombres;Andalucía;MADERA, MUEBLE Y CORCHO;71,1
Hombres;Andalucía;MARÍTIMO-PESQUERA;85,4
Hombres;Andalucía;QUÍMICA;69,3
Hombres;Andalucía;SANIDAD;87,4
Hombres;Andalucía;SEGURIDAD Y MEDIO AMBIENTE;89,1
Hombres;Andalucía;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;82,1
Hombres;Andalucía;TEXTIL, CONFECCIÓN Y PIEL;73,1
Hombres;Andalucía;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;71,0
Hombres;Andalucía;VIDRIO Y CERÁMICA;.
Hombres;Aragón;ACTIVIDADES FÍSICAS Y DEPORTIVAS;90,0
Hombres;Aragón;ADMINISTRACIÓN Y GESTIÓN;71,9
Hombres;Aragón;AGRARIA;82,0
Hombres;Aragón;ARTES GRÁFICAS;82,6
Hombres;Aragón;ARTES Y ARTESANÍAS;.
Hombres;Aragón;COMERCIO Y MARKETING;80,4
Hombres;Aragón;EDIFICACIÓN Y OBRA CIVIL;73,8
Hombres;Aragón;ELECTRICIDAD Y ELECTRÓNICA;70,8
Hombres;Aragón;ENERGÍA Y AGUA;.
Hombres;Aragón;FABRICACIÓN MECÁNICA;72,9
Hombres;Aragón;HOSTELERÍA Y TURISMO;77,3
Hombres;Aragón;IMAGEN PERSONAL;81,5
Hombres;Aragón;IMAGEN Y SONIDO;88,8
Hombres;Aragón;INDUSTRIAS ALIMENTARIAS;66,2
Hombres;Aragón;INDUSTRIAS EXTRACTIVAS;92,6
Hombres;Aragón;INFORMÁTICA Y COMUNICACIONES;84,4
Hombres;Aragón;INSTALACIÓN Y MANTENIMIENTO;77,4
Hombres;Aragón;MADERA, MUEBLE Y CORCHO;80,5
Hombres;Aragón;MARÍTIMO-PESQUERA;.
Hombres;Aragón;QUÍMICA;71,6
Hombres;Aragón;SANIDAD;81,5
Hombres;Aragón;SEGURIDAD Y MEDIO AMBIENTE;86,8
Hombres;Aragón;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;78,9
Hombres;Aragón;TEXTIL, CONFECCIÓN Y PIEL;74,6
Hombres;Aragón;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;67,8
Hombres;Aragón;VIDRIO Y CERÁMICA;.
Hombres;Asturias, Principado de;ACTIVIDADES FÍSICAS Y DEPORTIVAS;52,1
Hombres;Asturias, Principado de;ADMINISTRACIÓN Y GESTIÓN;59,6
Hombres;Asturias, Principado de;AGRARIA;72,8
Hombres;Asturias, Principado de;ARTES GRÁFICAS;58,2
Hombres;Asturias, Principado de;ARTES Y ARTESANÍAS;.
Hombres;Asturias, Principado de;COMERCIO Y MARKETING;69,6
Hombres;Asturias, Principado de;EDIFICACIÓN Y OBRA CIVIL;.
Hombres;Asturias, Principado de;ELECTRICIDAD Y ELECTRÓNICA;62,8
Hombres;Asturias, Principado de;ENERGÍA Y AGUA;.
Hombres;Asturias, Principado de;FABRICACIÓN MECÁNICA;68,1
Hombres;Asturias, Principado de;HOSTELERÍA Y TURISMO;63,1
Hombres;Asturias, Principado de;IMAGEN PERSONAL;50,5
Hombres;Asturias, Principado de;IMAGEN Y SONIDO;88,3
Hombres;Asturias, Principado de;INDUSTRIAS ALIMENTARIAS;68,3
Hombres;Asturias, Principado de;INDUSTRIAS EXTRACTIVAS;.
Hombres;Asturias, Principado de;INFORMÁTICA Y COMUNICACIONES;73,7
Hombres;Asturias, Principado de;INSTALACIÓN Y MANTENIMIENTO;66,6
Hombres;Asturias, Principado de;MADERA, MUEBLE Y CORCHO;64,7
Hombres;Asturias, Principado de;MARÍTIMO-PESQUERA;72,0
Hombres;Asturias, Principado de;QUÍMICA;55,4
Hombres;Asturias, Principado de;SANIDAD;84,7
Hombres;Asturias, Principado de;SEGURIDAD Y MEDIO AMBIENTE;.
Hombres;Asturias, Principado de;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;63,9
Hombres;Asturias, Principado de;TEXTIL, CONFECCIÓN Y PIEL;65,7
Hombres;Asturias, Principado de;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;69,7
Hombres;Asturias, Principado de;VIDRIO Y CERÁMICA;.
Hombres;Balears, Illes;ACTIVIDADES FÍSICAS Y DEPORTIVAS;86,3
Hombres;Balears, Illes;ADMINISTRACIÓN Y GESTIÓN;79,0
Hombres;Balears, Illes;AGRARIA;80,1
Hombres;Balears, Illes;ARTES GRÁFICAS;87,6
Hombres;Balears, Illes;ARTES Y ARTESANÍAS;.
Hombres;Balears, Illes;COMERCIO Y MARKETING;79,5
Hombres;Balears, Illes;EDIFICACIÓN Y OBRA CIVIL;69,1
Hombres;Balears, Illes;ELECTRICIDAD Y ELECTRÓNICA;75,6
Hombres;Balears, Illes;ENERGÍA Y AGUA;.
Hombres;Balears, Illes;FABRICACIÓN MECÁNICA;74,5
Hombres;Balears, Illes;HOSTELERÍA Y TURISMO;80,5
Hombres;Balears, Illes;IMAGEN PERSONAL;89,4
Hombres;Balears, Illes;IMAGEN Y SONIDO;86,8
Hombres;Balears, Illes;INDUSTRIAS ALIMENTARIAS;86,7
Hombres;Balears, Illes;INDUSTRIAS EXTRACTIVAS;.
Hombres;Balears, Illes;INFORMÁTICA Y COMUNICACIONES;85,7
Hombres;Balears, Illes;INSTALACIÓN Y MANTENIMIENTO;76,9
Hombres;Balears, Illes;MADERA, MUEBLE Y CORCHO;78,7
Hombres;Balears, Illes;MARÍTIMO-PESQUERA;70,8
Hombres;Balears, Illes;QUÍMICA;.
Hombres;Balears, Illes;SANIDAD;87,1
Hombres;Balears, Illes;SEGURIDAD Y MEDIO AMBIENTE;96,3
Hombres;Balears, Illes;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;92,3
Hombres;Balears, Illes;TEXTIL, CONFECCIÓN Y PIEL;.
Hombres;Balears, Illes;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;87,2
Hombres;Balears, Illes;VIDRIO Y CERÁMICA;.
Hombres;Canarias;ACTIVIDADES FÍSICAS Y DEPORTIVAS;.
Hombres;Canarias;ADMINISTRACIÓN Y GESTIÓN;69,3
Hombres;Canarias;AGRARIA;77,9
Hombres;Canarias;ARTES GRÁFICAS;57,9
Hombres;Canarias;ARTES Y ARTESANÍAS;.
Hombres;Canarias;COMERCIO Y MARKETING;78,4
Hombres;Canarias;EDIFICACIÓN Y OBRA CIVIL;77,2
Hombres;Canarias;ELECTRICIDAD Y ELECTRÓNICA;70,0
Hombres;Canarias;ENERGÍA Y AGUA;59,9
Hombres;Canarias;FABRICACIÓN MECÁNICA;78,3
Hombres;Canarias;HOSTELERÍA Y TURISMO;69,3
Hombres;Canarias;IMAGEN PERSONAL;61,9
Hombres;Canarias;IMAGEN Y SONIDO;74,0
Hombres;Canarias;INDUSTRIAS ALIMENTARIAS;69,2
Hombres;Canarias;INDUSTRIAS EXTRACTIVAS;.
Hombres;Canarias;INFORMÁTICA Y COMUNICACIONES;69,9
Hombres;Canarias;INSTALACIÓN Y MANTENIMIENTO;75,7
Hombres;Canarias;MADERA, MUEBLE Y CORCHO;71,1
Hombres;Canarias;MARÍTIMO-PESQUERA;79,0
Hombres;Canarias;QUÍMICA;78,3
Hombres;Canarias;SANIDAD;85,7
Hombres;Canarias;SEGURIDAD Y MEDIO AMBIENTE;.
Hombres;Canarias;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;80,6
Hombres;Canarias;TEXTIL, CONFECCIÓN Y PIEL;70,8
Hombres;Canarias;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;69,5
Hombres;Canarias;VIDRIO Y CERÁMICA;.
Hombres;Cantabria;ACTIVIDADES FÍSICAS Y DEPORTIVAS;92,0
Hombres;Cantabria;ADMINISTRACIÓN Y GESTIÓN;83,5
Hombres;Cantabria;AGRARIA;74,8
Hombres;Cantabria;ARTES GRÁFICAS;90,4
Hombres;Cantabria;ARTES Y ARTESANÍAS;.
Hombres;Cantabria;COMERCIO Y MARKETING;83,9
Hombres;Cantabria;EDIFICACIÓN Y OBRA CIVIL;93,2
Hombres;Cantabria;ELECTRICIDAD Y ELECTRÓNICA;80,9
Hombres;Cantabria;ENERGÍA Y AGUA;.
Hombres;Cantabria;FABRICACIÓN MECÁNICA;78,7
Hombres;Cantabria;HOSTELERÍA Y TURISMO;82,7
Hombres;Cantabria;IMAGEN PERSONAL;84,4
Hombres;Cantabria;IMAGEN Y SONIDO;.
Hombres;Cantabria;INDUSTRIAS ALIMENTARIAS;83,3
Hombres;Cantabria;INDUSTRIAS EXTRACTIVAS;.
Hombres;Cantabria;INFORMÁTICA Y COMUNICACIONES;86,7
Hombres;Cantabria;INSTALACIÓN Y MANTENIMIENTO;82,5
Hombres;Cantabria;MADERA, MUEBLE Y CORCHO;83,3
Hombres;Cantabria;MARÍTIMO-PESQUERA;76,9
Hombres;Cantabria;QUÍMICA;85,8
Hombres;Cantabria;SANIDAD;91,3
Hombres;Cantabria;SEGURIDAD Y MEDIO AMBIENTE;.
Hombres;Cantabria;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;82,9
Hombres;Cantabria;TEXTIL, CONFECCIÓN Y PIEL;.
Hombres;Cantabria;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;76,2
Hombres;Cantabria;VIDRIO Y CERÁMICA;.
Hombres;Castilla y León;ACTIVIDADES FÍSICAS Y DEPORTIVAS;73,2
Hombres;Castilla y León;ADMINISTRACIÓN Y GESTIÓN;68,5
Hombres;Castilla y León;AGRARIA;78,4
Hombres;Castilla y León;ARTES GRÁFICAS;62,7
Hombres;Castilla y León;ARTES Y ARTESANÍAS;.
Hombres;Castilla y León;COMERCIO Y MARKETING;67,8
Hombres;Castilla y León;EDIFICACIÓN Y OBRA CIVIL;47,6
Hombres;Castilla y León;ELECTRICIDAD Y ELECTRÓNICA;67,9
Hombres;Castilla y León;ENERGÍA Y AGUA;.
Hombres;Castilla y León;FABRICACIÓN MECÁNICA;72,7
Hombres;Castilla y León;HOSTELERÍA Y TURISMO;55,3
Hombres;Castilla y León;IMAGEN PERSONAL;65,0
Hombres;Castilla y León;IMAGEN Y SONIDO;86,6
Hombres;Castilla y León;INDUSTRIAS ALIMENTARIAS;79,5
Hombres;Castilla y León;INDUSTRIAS EXTRACTIVAS;.
Hombres;Castilla y León;INFORMÁTICA Y COMUNICACIONES;74,0
Hombres;Castilla y León;INSTALACIÓN Y MANTENIMIENTO;69,4
Hombres;Castilla y León;MADERA, MUEBLE Y CORCHO;74,9
Hombres;Castilla y León;MARÍTIMO-PESQUERA;.
Hombres;Castilla y León;QUÍMICA;60,4
Hombres;Castilla y León;SANIDAD;73,5
