Sexo;Comunidad autónoma (1);Familia profesional (2);Total
AMBOS SEXOS;Comunidad de Madrid;ARTES Y ARTESANÍAS;.
AMBOS SEXOS;Comunidad de Madrid;COMERCIO Y MARKETING;82,1
AMBOS SEXOS;Comunidad de Madrid;EDIFICACIÓN Y OBRA CIVIL;86,8
AMBOS SEXOS;Comunidad de Madrid;ELECTRICIDAD Y ELECTRÓNICA;73,1
AMBOS SEXOS;Comunidad de Madrid;ENERGÍA Y AGUA;41,3
AMBOS SEXOS;Comunidad de Madrid;FABRICACIÓN MECÁNICA;56,2
AMBOS SEXOS;Comunidad de Madrid;HOSTELERÍA Y TURISMO;69,0
AMBOS SEXOS;Comunidad de Madrid;IMAGEN PERSONAL;75,8
AMBOS SEXOS;Comunidad de Madrid;IMAGEN Y SONIDO;86,6
AMBOS SEXOS;Comunidad de Madrid;INDUSTRIAS ALIMENTARIAS;55,0
AMBOS SEXOS;Comunidad de Madrid;INDUSTRIAS EXTRACTIVAS;.
AMBOS SEXOS;Comunidad de Madrid;INFORMÁTICA Y COMUNICACIONES;80,1
AMBOS SEXOS;Comunidad de Madrid;INSTALACIÓN Y MANTENIMIENTO;68,5
AMBOS SEXOS;Comunidad de Madrid;MADERA, MUEBLE Y CORCHO;75,0
AMBOS SEXOS;Comunidad de Madrid;MARÍTIMO-PESQUERA;.
AMBOS SEXOS;Comunidad de Madrid;QUÍMICA;69,7
AMBOS SEXOS;Comunidad de Madrid;SANIDAD;81,1
AMBOS SEXOS;Comunidad de Madrid;SEGURIDAD Y MEDIO AMBIENTE;46,3
AMBOS SEXOS;Comunidad de Madrid;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;78,0
AMBOS SEXOS;Comunidad de Madrid;TEXTIL, CONFECCIÓN Y PIEL;72,3
AMBOS SEXOS;Comunidad de Madrid;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;67,3
AMBOS SEXOS;Comunidad de Madrid;VIDRIO Y CERÁMICA;.
AMBOS SEXOS;Región de Murcia;ACTIVIDADES FÍSICAS Y DEPORTIVAS;84,7
AMBOS SEXOS;Región de Murcia;ADMINISTRACIÓN Y GESTIÓN;72,1
AMBOS SEXOS;Región de Murcia;AGRARIA;70,9
AMBOS SEXOS;Región de Murcia;ARTES GRÁFICAS;60,7
AMBOS SEXOS;Región de Murcia;ARTES Y ARTESANÍAS;.
AMBOS SEXOS;Región de Murcia;COMERCIO Y MARKETING;74,7
AMBOS SEXOS;Región de Murcia;EDIFICACIÓN Y OBRA CIVIL;82,5
AMBOS SEXOS;Región de Murcia;ELECTRICIDAD Y ELECTRÓNICA;67,3
AMBOS SEXOS;Región de Murcia;ENERGÍA Y AGUA;.
AMBOS SEXOS;Región de Murcia;FABRICACIÓN MECÁNICA;77,2
AMBOS SEXOS;Región de Murcia;HOSTELERÍA Y TURISMO;63,7
AMBOS SEXOS;Región de Murcia;IMAGEN PERSONAL;79,6
AMBOS SEXOS;Región de Murcia;IMAGEN Y SONIDO;78,2
AMBOS SEXOS;Región de Murcia;INDUSTRIAS ALIMENTARIAS;66,9
AMBOS SEXOS;Región de Murcia;INDUSTRIAS EXTRACTIVAS;.
AMBOS SEXOS;Región de Murcia;INFORMÁTICA Y COMUNICACIONES;73,5
AMBOS SEXOS;Región de Murcia;INSTALACIÓN Y MANTENIMIENTO;70,0
AMBOS SEXOS;Región de Murcia;MADERA, MUEBLE Y CORCHO;79,3
AMBOS SEXOS;Región de Murcia;MARÍTIMO-PESQUERA;70,5
AMBOS SEXOS;Región de Murcia;QUÍMICA;66,3
AMBOS SEXOS;Región de Murcia;SANIDAD;79,6
AMBOS SEXOS;Región de Murcia;SEGURIDAD Y MEDIO AMBIENTE;96,2
AMBOS SEXOS;Región de Murcia;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;83,0
AMBOS SEXOS;Región de Murcia;TEXTIL, CONFECCIÓN Y PIEL;63,9
AMBOS SEXOS;Región de Murcia;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;63,7
AMBOS SEXOS;Región de Murcia;VIDRIO Y CERÁMICA;.
AMBOS SEXOS;Comunidad Foral de Navarra;ACTIVIDADES FÍSICAS Y DEPORTIVAS;89,1
AMBOS SEXOS;Comunidad Foral de Navarra;ADMINISTRACIÓN Y GESTIÓN;90,4
AMBOS SEXOS;Comunidad Foral de Navarra;AGRARIA;90,2
AMBOS SEXOS;Comunidad Foral de Navarra;ARTES GRÁFICAS;78,2
AMBOS SEXOS;Comunidad Foral de Navarra;ARTES Y ARTESANÍAS;.
AMBOS SEXOS;Comunidad Foral de Navarra;COMERCIO Y MARKETING;81,1
AMBOS SEXOS;Comunidad Foral de Navarra;EDIFICACIÓN Y OBRA CIVIL;.
AMBOS SEXOS;Comunidad Foral de Navarra;ELECTRICIDAD Y ELECTRÓNICA;80,3
AMBOS SEXOS;Comunidad Foral de Navarra;ENERGÍA Y AGUA;74,7
AMBOS SEXOS;Comunidad Foral de Navarra;FABRICACIÓN MECÁNICA;84,3
AMBOS SEXOS;Comunidad Foral de Navarra;HOSTELERÍA Y TURISMO;71,9
AMBOS SEXOS;Comunidad Foral de Navarra;IMAGEN PERSONAL;85,1
AMBOS SEXOS;Comunidad Foral de Navarra;IMAGEN Y SONIDO;80,1
AMBOS SEXOS;Comunidad Foral de Navarra;INDUSTRIAS ALIMENTARIAS;79,7
AMBOS SEXOS;Comunidad Foral de Navarra;INDUSTRIAS EXTRACTIVAS;90,8
AMBOS SEXOS;Comunidad Foral de Navarra;INFORMÁTICA Y COMUNICACIONES;90,0
AMBOS SEXOS;Comunidad Foral de Navarra;INSTALACIÓN Y MANTENIMIENTO;83,2
AMBOS SEXOS;Comunidad Foral de Navarra;MADERA, MUEBLE Y CORCHO;85,4
AMBOS SEXOS;Comunidad Foral de Navarra;MARÍTIMO-PESQUERA;.
AMBOS SEXOS;Comunidad Foral de Navarra;QUÍMICA;84,4
AMBOS SEXOS;Comunidad Foral de Navarra;SANIDAD;94,3
AMBOS SEXOS;Comunidad Foral de Navarra;SEGURIDAD Y MEDIO AMBIENTE;.
AMBOS SEXOS;Comunidad Foral de Navarra;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;92,7
AMBOS SEXOS;Comunidad Foral de Navarra;TEXTIL, CONFECCIÓN Y PIEL;92,5
AMBOS SEXOS;Comunidad Foral de Navarra;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;85,4
AMBOS SEXOS;Comunidad Foral de Navarra;VIDRIO Y CERÁMICA;.
AMBOS SEXOS;País Vasco;ACTIVIDADES FÍSICAS Y DEPORTIVAS;91,8
AMBOS SEXOS;País Vasco;ADMINISTRACIÓN Y GESTIÓN;92,8
AMBOS SEXOS;País Vasco;AGRARIA;83,3
AMBOS SEXOS;País Vasco;ARTES GRÁFICAS;91,8
AMBOS SEXOS;País Vasco;ARTES Y ARTESANÍAS;.
AMBOS SEXOS;País Vasco;COMERCIO Y MARKETING;93,3
AMBOS SEXOS;País Vasco;EDIFICACIÓN Y OBRA CIVIL;94,4
AMBOS SEXOS;País Vasco;ELECTRICIDAD Y ELECTRÓNICA;90,1
AMBOS SEXOS;País Vasco;ENERGÍA Y AGUA;.
AMBOS SEXOS;País Vasco;FABRICACIÓN MECÁNICA;91,3
AMBOS SEXOS;País Vasco;HOSTELERÍA Y TURISMO;90,7
AMBOS SEXOS;País Vasco;IMAGEN PERSONAL;96,2
AMBOS SEXOS;País Vasco;IMAGEN Y SONIDO;99,1
AMBOS SEXOS;País Vasco;INDUSTRIAS ALIMENTARIAS;92,9
AMBOS SEXOS;País Vasco;INDUSTRIAS EXTRACTIVAS;.
AMBOS SEXOS;País Vasco;INFORMÁTICA Y COMUNICACIONES;92,8
AMBOS SEXOS;País Vasco;INSTALACIÓN Y MANTENIMIENTO;92,5
AMBOS SEXOS;País Vasco;MADERA, MUEBLE Y CORCHO;87,9
AMBOS SEXOS;País Vasco;MARÍTIMO-PESQUERA;89,5
AMBOS SEXOS;País Vasco;QUÍMICA;92,3
AMBOS SEXOS;País Vasco;SANIDAD;87,2
AMBOS SEXOS;País Vasco;SEGURIDAD Y MEDIO AMBIENTE;.
AMBOS SEXOS;País Vasco;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;96,4
AMBOS SEXOS;País Vasco;TEXTIL, CONFECCIÓN Y PIEL;76,5
AMBOS SEXOS;País Vasco;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;90,0
AMBOS SEXOS;País Vasco;VIDRIO Y CERÁMICA;.
AMBOS SEXOS;La Rioja;ACTIVIDADES FÍSICAS Y DEPORTIVAS;89,4
AMBOS SEXOS;La Rioja;ADMINISTRACIÓN Y GESTIÓN;77,7
AMBOS SEXOS;La Rioja;AGRARIA;69,4
AMBOS SEXOS;La Rioja;ARTES GRÁFICAS;81,2
AMBOS SEXOS;La Rioja;ARTES Y ARTESANÍAS;.
AMBOS SEXOS;La Rioja;COMERCIO Y MARKETING;83,7
AMBOS SEXOS;La Rioja;EDIFICACIÓN Y OBRA CIVIL;84,0
AMBOS SEXOS;La Rioja;ELECTRICIDAD Y ELECTRÓNICA;73,9
AMBOS SEXOS;La Rioja;ENERGÍA Y AGUA;.
AMBOS SEXOS;La Rioja;FABRICACIÓN MECÁNICA;69,8
AMBOS SEXOS;La Rioja;HOSTELERÍA Y TURISMO;76,1
AMBOS SEXOS;La Rioja;IMAGEN PERSONAL;74,9
AMBOS SEXOS;La Rioja;IMAGEN Y SONIDO;.
AMBOS SEXOS;La Rioja;INDUSTRIAS ALIMENTARIAS;83,0
AMBOS SEXOS;La Rioja;INDUSTRIAS EXTRACTIVAS;.
AMBOS SEXOS;La Rioja;INFORMÁTICA Y COMUNICACIONES;82,8
AMBOS SEXOS;La Rioja;INSTALACIÓN Y MANTENIMIENTO;79,5
AMBOS SEXOS;La Rioja;MADERA, MUEBLE Y CORCHO;72,6
AMBOS SEXOS;La Rioja;MARÍTIMO-PESQUERA;.
AMBOS SEXOS;La Rioja;QUÍMICA;91,4
AMBOS SEXOS;La Rioja;SANIDAD;74,6
AMBOS SEXOS;La Rioja;SEGURIDAD Y MEDIO AMBIENTE;.
AMBOS SEXOS;La Rioja;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;92,8
AMBOS SEXOS;La Rioja;TEXTIL, CONFECCIÓN Y PIEL;.
AMBOS SEXOS;La Rioja;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;76,8
AMBOS SEXOS;La Rioja;VIDRIO Y CERÁMICA;.
AMBOS SEXOS;Ceuta;ACTIVIDADES FÍSICAS Y DEPORTIVAS;57,2
AMBOS SEXOS;Ceuta;ADMINISTRACIÓN Y GESTIÓN;0,0
AMBOS SEXOS;Ceuta;AGRARIA;47,0
AMBOS SEXOS;Ceuta;ARTES GRÁFICAS;.
AMBOS SEXOS;Ceuta;ARTES Y ARTESANÍAS;.
AMBOS SEXOS;Ceuta;COMERCIO Y MARKETING;0,0
AMBOS SEXOS;Ceuta;EDIFICACIÓN Y OBRA CIVIL;75,8
AMBOS SEXOS;Ceuta;ELECTRICIDAD Y ELECTRÓNICA;56,0
AMBOS SEXOS;Ceuta;ENERGÍA Y AGUA;.
AMBOS SEXOS;Ceuta;FABRICACIÓN MECÁNICA;.
AMBOS SEXOS;Ceuta;HOSTELERÍA Y TURISMO;57,0
AMBOS SEXOS;Ceuta;IMAGEN PERSONAL;65,1
AMBOS SEXOS;Ceuta;IMAGEN Y SONIDO;65,3
AMBOS SEXOS;Ceuta;INDUSTRIAS ALIMENTARIAS;82,8
AMBOS SEXOS;Ceuta;INDUSTRIAS EXTRACTIVAS;.
AMBOS SEXOS;Ceuta;INFORMÁTICA Y COMUNICACIONES;0,0
AMBOS SEXOS;Ceuta;INSTALACIÓN Y MANTENIMIENTO;48,3
AMBOS SEXOS;Ceuta;MADERA, MUEBLE Y CORCHO;.
AMBOS SEXOS;Ceuta;MARÍTIMO-PESQUERA;.
AMBOS SEXOS;Ceuta;QUÍMICA;.
AMBOS SEXOS;Ceuta;SANIDAD;44,8
AMBOS SEXOS;Ceuta;SEGURIDAD Y MEDIO AMBIENTE;.
AMBOS SEXOS;Ceuta;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;72,0
AMBOS SEXOS;Ceuta;TEXTIL, CONFECCIÓN Y PIEL;.
AMBOS SEXOS;Ceuta;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;41,5
AMBOS SEXOS;Ceuta;VIDRIO Y CERÁMICA;.
AMBOS SEXOS;Melilla;ACTIVIDADES FÍSICAS Y DEPORTIVAS;77,8
AMBOS SEXOS;Melilla;ADMINISTRACIÓN Y GESTIÓN;67,5
AMBOS SEXOS;Melilla;AGRARIA;71,0
AMBOS SEXOS;Melilla;ARTES GRÁFICAS;.
AMBOS SEXOS;Melilla;ARTES Y ARTESANÍAS;.
AMBOS SEXOS;Melilla;COMERCIO Y MARKETING;55,6
AMBOS SEXOS;Melilla;EDIFICACIÓN Y OBRA CIVIL;.
AMBOS SEXOS;Melilla;ELECTRICIDAD Y ELECTRÓNICA;55,9
AMBOS SEXOS;Melilla;ENERGÍA Y AGUA;.
AMBOS SEXOS;Melilla;FABRICACIÓN MECÁNICA;.
AMBOS SEXOS;Melilla;HOSTELERÍA Y TURISMO;69,5
AMBOS SEXOS;Melilla;IMAGEN PERSONAL;88,1
AMBOS SEXOS;Melilla;IMAGEN Y SONIDO;61,7
AMBOS SEXOS;Melilla;INDUSTRIAS ALIMENTARIAS;.
AMBOS SEXOS;Melilla;INDUSTRIAS EXTRACTIVAS;.
AMBOS SEXOS;Melilla;INFORMÁTICA Y COMUNICACIONES;74,2
AMBOS SEXOS;Melilla;INSTALACIÓN Y MANTENIMIENTO;57,4
AMBOS SEXOS;Melilla;MADERA, MUEBLE Y CORCHO;.
AMBOS SEXOS;Melilla;MARÍTIMO-PESQUERA;.
AMBOS SEXOS;Melilla;QUÍMICA;.
AMBOS SEXOS;Melilla;SANIDAD;67,4
AMBOS SEXOS;Melilla;SEGURIDAD Y MEDIO AMBIENTE;.
AMBOS SEXOS;Melilla;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;82,5
AMBOS SEXOS;Melilla;TEXTIL, CONFECCIÓN Y PIEL;.
AMBOS SEXOS;Melilla;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;55,5
AMBOS SEXOS;Melilla;VIDRIO Y CERÁMICA;.
Hombres;Porcentajes total de módulos aprobados;ACTIVIDADES FÍSICAS Y DEPORTIVAS;85,3
Hombres;Porcentajes total de módulos aprobados;ADMINISTRACIÓN Y GESTIÓN;75,1
Hombres;Porcentajes total de módulos aprobados;AGRARIA;80,8
Hombres;Porcentajes total de módulos aprobados;ARTES GRÁFICAS;78,7
Hombres;Porcentajes total de módulos aprobados;ARTES Y ARTESANÍAS;.
Hombres;Porcentajes total de módulos aprobados;COMERCIO Y MARKETING;79,9
Hombres;Porcentajes total de módulos aprobados;EDIFICACIÓN Y OBRA CIVIL;80,1
Hombres;Porcentajes total de módulos aprobados;ELECTRICIDAD Y ELECTRÓNICA;73,8
Hombres;Porcentajes total de módulos aprobados;ENERGÍA Y AGUA;65,6
Hombres;Porcentajes total de módulos aprobados;FABRICACIÓN MECÁNICA;75,5
Hombres;Porcentajes total de módulos aprobados;HOSTELERÍA Y TURISMO;72,2
Hombres;Porcentajes total de módulos aprobados;IMAGEN PERSONAL;72,5
Hombres;Porcentajes total de módulos aprobados;IMAGEN Y SONIDO;83,0
Hombres;Porcentajes total de módulos aprobados;INDUSTRIAS ALIMENTARIAS;74,6
Hombres;Porcentajes total de módulos aprobados;INDUSTRIAS EXTRACTIVAS;85,6
Hombres;Porcentajes total de módulos aprobados;INFORMÁTICA Y COMUNICACIONES;81,0
Hombres;Porcentajes total de módulos aprobados;INSTALACIÓN Y MANTENIMIENTO;75,3
Hombres;Porcentajes total de módulos aprobados;MADERA, MUEBLE Y CORCHO;76,0
Hombres;Porcentajes total de módulos aprobados;MARÍTIMO-PESQUERA;81,2
Hombres;Porcentajes total de módulos aprobados;QUÍMICA;72,9
Hombres;Porcentajes total de módulos aprobados;SANIDAD;83,6
Hombres;Porcentajes total de módulos aprobados;SEGURIDAD Y MEDIO AMBIENTE;79,7
Hombres;Porcentajes total de módulos aprobados;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;81,2
Hombres;Porcentajes total de módulos aprobados;TEXTIL, CONFECCIÓN Y PIEL;76,1
Hombres;Porcentajes total de módulos aprobados;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;73,0
Hombres;Porcentajes total de módulos aprobados;VIDRIO Y CERÁMICA;69,8
Hombres;Andalucía;ACTIVIDADES FÍSICAS Y DEPORTIVAS;88,1
Hombres;Andalucía;ADMINISTRACIÓN Y GESTIÓN;70,7
Hombres;Andalucía;AGRARIA;83,2
Hombres;Andalucía;ARTES GRÁFICAS;82,6
Hombres;Andalucía;ARTES Y ARTESANÍAS;.
Hombres;Andalucía;COMERCIO Y MARKETING;77,6
Hombres;Andalucía;EDIFICACIÓN Y OBRA CIVIL;71,4
Hombres;Andalucía;ELECTRICIDAD Y ELECTRÓNICA;70,8
Hombres;Andalucía;ENERGÍA Y AGUA;100,0
Hombres;Andalucía;FABRICACIÓN MECÁNICA;70,2
Hombres;Andalucía;HOSTELERÍA Y TURISMO;71,3
Hombres;Andalucía;IMAGEN PERSONAL;71,5
Hombres;Andalucía;IMAGEN Y SONIDO;83,3
Hombres;Andalucía;INDUSTRIAS ALIMENTARIAS;72,6
Hombres;Andalucía;INDUSTRIAS EXTRACTIVAS;78,5
Hombres;Andalucía;INFORMÁTICA Y COMUNICACIONES;78,4
Hombres;Andalucía;INSTALACIÓN Y MANTENIMIENTO;73,2
Hombres;Andalucía;MADERA, MUEBLE Y CORCHO;71,1
Hombres;Andalucía;MARÍTIMO-PESQUERA;85,4
Hombres;Andalucía;QUÍMICA;69,3
Hombres;Andalucía;SANIDAD;87,4
Hombres;Andalucía;SEGURIDAD Y MEDIO AMBIENTE;89,1
Hombres;Andalucía;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;82,1
Hombres;Andalucía;TEXTIL, CONFECCIÓN Y PIEL;73,1
Hombres;Andalucía;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;71,0
Hombres;Andalucía;VIDRIO Y CERÁMICA;.
Hombres;Aragón;ACTIVIDADES FÍSICAS Y DEPORTIVAS;90,0
Hombres;Aragón;ADMINISTRACIÓN Y GESTIÓN;71,9
Hombres;Aragón;AGRARIA;82,0
Hombres;Aragón;ARTES GRÁFICAS;82,6
Hombres;Aragón;ARTES Y ARTESANÍAS;.
Hombres;Aragón;COMERCIO Y MARKETING;80,4
Hombres;Aragón;EDIFICACIÓN Y OBRA CIVIL;73,8
Hombres;Aragón;ELECTRICIDAD Y ELECTRÓNICA;70,8
Hombres;Aragón;ENERGÍA Y AGUA;.
Hombres;Aragón;FABRICACIÓN MECÁNICA;72,9
Hombres;Aragón;HOSTELERÍA Y TURISMO;77,3
Hombres;Aragón;IMAGEN PERSONAL;81,5
Hombres;Aragón;IMAGEN Y SONIDO;88,8
Hombres;Aragón;INDUSTRIAS ALIMENTARIAS;66,2
Hombres;Aragón;INDUSTRIAS EXTRACTIVAS;92,6
Hombres;Aragón;INFORMÁTICA Y COMUNICACIONES;84,4
Hombres;Aragón;INSTALACIÓN Y MANTENIMIENTO;77,4
Hombres;Aragón;MADERA, MUEBLE Y CORCHO;80,5
Hombres;Aragón;MARÍTIMO-PESQUERA;.
Hombres;Aragón;QUÍMICA;71,6
Hombres;Aragón;SANIDAD;81,5
Hombres;Aragón;SEGURIDAD Y MEDIO AMBIENTE;86,8
Hombres;Aragón;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;78,9
Hombres;Aragón;TEXTIL, CONFECCIÓN Y PIEL;74,6
Hombres;Aragón;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;67,8
Hombres;Aragón;VIDRIO Y CERÁMICA;.
Hombres;Principado de Asturias;ACTIVIDADES FÍSICAS Y DEPORTIVAS;52,1
Hombres;Principado de Asturias;ADMINISTRACIÓN Y GESTIÓN;59,6
Hombres;Principado de Asturias;AGRARIA;72,8
Hombres;Principado de Asturias;ARTES GRÁFICAS;58,2
Hombres;Principado de Asturias;ARTES Y ARTESANÍAS;.
Hombres;Principado de Asturias;COMERCIO Y MARKETING;69,6
Hombres;Principado de Asturias;EDIFICACIÓN Y OBRA CIVIL;.
Hombres;Principado de Asturias;ELECTRICIDAD Y ELECTRÓNICA;62,8
Hombres;Principado de Asturias;ENERGÍA Y AGUA;.
Hombres;Principado de Asturias;FABRICACIÓN MECÁNICA;68,1
Hombres;Principado de Asturias;HOSTELERÍA Y TURISMO;63,1
Hombres;Principado de Asturias;IMAGEN PERSONAL;50,5
Hombres;Principado de Asturias;IMAGEN Y SONIDO;88,3
Hombres;Principado de Asturias;INDUSTRIAS ALIMENTARIAS;68,3
Hombres;Principado de Asturias;INDUSTRIAS EXTRACTIVAS;.
Hombres;Principado de Asturias;INFORMÁTICA Y COMUNICACIONES;73,7
Hombres;Principado de Asturias;INSTALACIÓN Y MANTENIMIENTO;66,6
Hombres;Principado de Asturias;MADERA, MUEBLE Y CORCHO;64,7
Hombres;Principado de Asturias;MARÍTIMO-PESQUERA;72,0
Hombres;Principado de Asturias;QUÍMICA;55,4
Hombres;Principado de Asturias;SANIDAD;84,7
Hombres;Principado de Asturias;SEGURIDAD Y MEDIO AMBIENTE;.
Hombres;Principado de Asturias;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;63,9
Hombres;Principado de Asturias;TEXTIL, CONFECCIÓN Y PIEL;65,7
Hombres;Principado de Asturias;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;69,7
Hombres;Principado de Asturias;VIDRIO Y CERÁMICA;.
Hombres;Islas Baleares;ACTIVIDADES FÍSICAS Y DEPORTIVAS;86,3
Hombres;Islas Baleares;ADMINISTRACIÓN Y GESTIÓN;79,0
Hombres;Islas Baleares;AGRARIA;80,1
Hombres;Islas Baleares;ARTES GRÁFICAS;87,6
Hombres;Islas Baleares;ARTES Y ARTESANÍAS;.
Hombres;Islas Baleares;COMERCIO Y MARKETING;79,5
Hombres;Islas Baleares;EDIFICACIÓN Y OBRA CIVIL;69,1
Hombres;Islas Baleares;ELECTRICIDAD Y ELECTRÓNICA;75,6
Hombres;Islas Baleares;ENERGÍA Y AGUA;.
Hombres;Islas Baleares;FABRICACIÓN MECÁNICA;74,5
Hombres;Islas Baleares;HOSTELERÍA Y TURISMO;80,5
Hombres;Islas Baleares;IMAGEN PERSONAL;89,4
Hombres;Islas Baleares;IMAGEN Y SONIDO;86,8
Hombres;Islas Baleares;INDUSTRIAS ALIMENTARIAS;86,7
Hombres;Islas Baleares;INDUSTRIAS EXTRACTIVAS;.
Hombres;Islas Baleares;INFORMÁTICA Y COMUNICACIONES;85,7
Hombres;Islas Baleares;INSTALACIÓN Y MANTENIMIENTO;76,9
Hombres;Islas Baleares;MADERA, MUEBLE Y CORCHO;78,7
Hombres;Islas Baleares;MARÍTIMO-PESQUERA;70,8
Hombres;Islas Baleares;QUÍMICA;.
Hombres;Islas Baleares;SANIDAD;87,1
Hombres;Islas Baleares;SEGURIDAD Y MEDIO AMBIENTE;96,3
Hombres;Islas Baleares;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;92,3
Hombres;Islas Baleares;TEXTIL, CONFECCIÓN Y PIEL;.
Hombres;Islas Baleares;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;87,2
Hombres;Islas Baleares;VIDRIO Y CERÁMICA;.
Hombres;Canarias;ACTIVIDADES FÍSICAS Y DEPORTIVAS;.
Hombres;Canarias;ADMINISTRACIÓN Y GESTIÓN;69,3
Hombres;Canarias;AGRARIA;77,9
Hombres;Canarias;ARTES GRÁFICAS;57,9
Hombres;Canarias;ARTES Y ARTESANÍAS;.
Hombres;Canarias;COMERCIO Y MARKETING;78,4
Hombres;Canarias;EDIFICACIÓN Y OBRA CIVIL;77,2
Hombres;Canarias;ELECTRICIDAD Y ELECTRÓNICA;70,0
Hombres;Canarias;ENERGÍA Y AGUA;59,9
Hombres;Canarias;FABRICACIÓN MECÁNICA;78,3
Hombres;Canarias;HOSTELERÍA Y TURISMO;69,3
Hombres;Canarias;IMAGEN PERSONAL;61,9
Hombres;Canarias;IMAGEN Y SONIDO;74,0
Hombres;Canarias;INDUSTRIAS ALIMENTARIAS;69,2
Hombres;Canarias;INDUSTRIAS EXTRACTIVAS;.
Hombres;Canarias;INFORMÁTICA Y COMUNICACIONES;69,9
Hombres;Canarias;INSTALACIÓN Y MANTENIMIENTO;75,7
Hombres;Canarias;MADERA, MUEBLE Y CORCHO;71,1
Hombres;Canarias;MARÍTIMO-PESQUERA;79,0
Hombres;Canarias;QUÍMICA;78,3
Hombres;Canarias;SANIDAD;85,7
Hombres;Canarias;SEGURIDAD Y MEDIO AMBIENTE;.
Hombres;Canarias;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;80,6
Hombres;Canarias;TEXTIL, CONFECCIÓN Y PIEL;70,8
Hombres;Canarias;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;69,5
Hombres;Canarias;VIDRIO Y CERÁMICA;.
Hombres;Cantabria;ACTIVIDADES FÍSICAS Y DEPORTIVAS;92,0
Hombres;Cantabria;ADMINISTRACIÓN Y GESTIÓN;83,5
Hombres;Cantabria;AGRARIA;74,8
Hombres;Cantabria;ARTES GRÁFICAS;90,4
Hombres;Cantabria;ARTES Y ARTESANÍAS;.
Hombres;Cantabria;COMERCIO Y MARKETING;83,9
Hombres;Cantabria;EDIFICACIÓN Y OBRA CIVIL;93,2
Hombres;Cantabria;ELECTRICIDAD Y ELECTRÓNICA;80,9
Hombres;Cantabria;ENERGÍA Y AGUA;.
Hombres;Cantabria;FABRICACIÓN MECÁNICA;78,7
Hombres;Cantabria;HOSTELERÍA Y TURISMO;82,7
Hombres;Cantabria;IMAGEN PERSONAL;84,4
Hombres;Cantabria;IMAGEN Y SONIDO;.
Hombres;Cantabria;INDUSTRIAS ALIMENTARIAS;83,3
Hombres;Cantabria;INDUSTRIAS EXTRACTIVAS;.
Hombres;Cantabria;INFORMÁTICA Y COMUNICACIONES;86,7
Hombres;Cantabria;INSTALACIÓN Y MANTENIMIENTO;82,5
Hombres;Cantabria;MADERA, MUEBLE Y CORCHO;83,3
Hombres;Cantabria;MARÍTIMO-PESQUERA;76,9
Hombres;Cantabria;QUÍMICA;85,8
Hombres;Cantabria;SANIDAD;91,3
Hombres;Cantabria;SEGURIDAD Y MEDIO AMBIENTE;.
Hombres;Cantabria;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;82,9
Hombres;Cantabria;TEXTIL, CONFECCIÓN Y PIEL;.
Hombres;Cantabria;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;76,2
Hombres;Cantabria;VIDRIO Y CERÁMICA;.
Hombres;Castilla y León;ACTIVIDADES FÍSICAS Y DEPORTIVAS;73,2
Hombres;Castilla y León;ADMINISTRACIÓN Y GESTIÓN;68,5
Hombres;Castilla y León;AGRARIA;78,4
Hombres;Castilla y León;ARTES GRÁFICAS;62,7
Hombres;Castilla y León;ARTES Y ARTESANÍAS;.
Hombres;Castilla y León;COMERCIO Y MARKETING;67,8
Hombres;Castilla y León;EDIFICACIÓN Y OBRA CIVIL;47,6
Hombres;Castilla y León;ELECTRICIDAD Y ELECTRÓNICA;67,9
Hombres;Castilla y León;ENERGÍA Y AGUA;.
Hombres;Castilla y León;FABRICACIÓN MECÁNICA;72,7
