Sexo,Comunidad autónoma,Familia profesional,Porcentajes total de módulos aprobados,nivel_educativo,Sexo_cod,Comunidad autónoma_cod,Familia profesional_cod,nivel_educativo_cod,exitoso,cluster
Mujeres,Ceuta,HOSTELERÍA Y TURISMO,52.2,BASICO,2,6,10,0,0,0
Mujeres,Ceuta,IMAGEN PERSONAL,75.7,BASICO,2,6,11,0,0,0
Mujeres,Ceuta,INFORMÁTICA Y COMUNICACIONES,0.0,BASICO,2,6,15,0,0,-1
Mujeres,Melilla,ACTIVIDADES FÍSICAS Y DEPORTIVAS,65.2,BASICO,2,14,0,0,0,0
Mujeres,Melilla,ADMINISTRACIÓN Y GESTIÓN,58.9,BASICO,2,14,1,0,0,0
Mujeres,Melilla,ARTES GRÁFICAS,92.3,BASICO,2,14,3,0,1,0
Mujeres,Melilla,COMERCIO Y MARKETING,53.5,BASICO,2,14,5,0,0,0
Mujeres,Melilla,HOSTELERÍA Y TURISMO,56.5,BASICO,2,14,10,0,0,0
Mujeres,Melilla,IMAGEN PERSONAL,56.7,BASICO,2,14,11,0,0,0
Mujeres,Melilla,INFORMÁTICA Y COMUNICACIONES,67.4,BASICO,2,14,15,0,0,0
Mujeres,Melilla,"MADERA, MUEBLE Y CORCHO",100.0,BASICO,2,14,17,0,1,0
AMBOS SEXOS,Andalucía,ACTIVIDADES FÍSICAS Y DEPORTIVAS,88.5,MEDIO,0,0,0,1,1,0
AMBOS SEXOS,Andalucía,ADMINISTRACIÓN Y GESTIÓN,74.0,MEDIO,0,0,1,1,0,0
AMBOS SEXOS,Andalucía,AGRARIA,83.5,MEDIO,0,0,2,1,1,0
AMBOS SEXOS,Andalucía,ARTES GRÁFICAS,80.9,MEDIO,0,0,3,1,1,0
AMBOS SEXOS,Andalucía,COMERCIO Y MARKETING,79.3,MEDIO,0,0,5,1,0,0
AMBOS SEXOS,Andalucía,EDIFICACIÓN Y OBRA CIVIL,75.2,MEDIO,0,0,6,1,0,0
AMBOS SEXOS,Andalucía,ELECTRICIDAD Y ELECTRÓNICA,70.8,MEDIO,0,0,7,1,0,0
AMBOS SEXOS,Andalucía,ENERGÍA Y AGUA,100.0,MEDIO,0,0,8,1,1,0
AMBOS SEXOS,Andalucía,FABRICACIÓN MECÁNICA,70.5,MEDIO,0,0,9,1,0,0
AMBOS SEXOS,Andalucía,HOSTELERÍA Y TURISMO,75.5,MEDIO,0,0,10,1,0,0
AMBOS SEXOS,Andalucía,IMAGEN PERSONAL,77.7,MEDIO,0,0,11,1,0,0
AMBOS SEXOS,Andalucía,IMAGEN Y SONIDO,82.7,MEDIO,0,0,12,1,1,0
AMBOS SEXOS,Andalucía,INDUSTRIAS ALIMENTARIAS,78.8,MEDIO,0,0,13,1,0,0
AMBOS SEXOS,Andalucía,INDUSTRIAS EXTRACTIVAS,84.8,MEDIO,0,0,14,1,1,0
AMBOS SEXOS,Andalucía,INFORMÁTICA Y COMUNICACIONES,78.3,MEDIO,0,0,15,1,0,0
AMBOS SEXOS,Andalucía,INSTALACIÓN Y MANTENIMIENTO,73.0,MEDIO,0,0,16,1,0,0
AMBOS SEXOS,Andalucía,"MADERA, MUEBLE Y CORCHO",72.4,MEDIO,0,0,17,1,0,0
AMBOS SEXOS,Andalucía,MARÍTIMO-PESQUERA,84.8,MEDIO,0,0,18,1,1,0
AMBOS SEXOS,Andalucía,QUÍMICA,71.7,MEDIO,0,0,19,1,0,0
AMBOS SEXOS,Andalucía,SANIDAD,88.9,MEDIO,0,0,20,1,1,0
AMBOS SEXOS,Andalucía,SEGURIDAD Y MEDIO AMBIENTE,90.6,MEDIO,0,0,21,1,1,0
AMBOS SEXOS,Andalucía,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,87.0,MEDIO,0,0,22,1,1,0
AMBOS SEXOS,Andalucía,"TEXTIL, CONFECCIÓN Y PIEL",82.2,MEDIO,0,0,23,1,1,0
AMBOS SEXOS,Andalucía,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,70.9,MEDIO,0,0,24,1,0,0
AMBOS SEXOS,Aragón,ACTIVIDADES FÍSICAS Y DEPORTIVAS,88.6,MEDIO,0,1,0,1,1,0
AMBOS SEXOS,Aragón,ADMINISTRACIÓN Y GESTIÓN,72.7,MEDIO,0,1,1,1,0,0
AMBOS SEXOS,Aragón,AGRARIA,82.5,MEDIO,0,1,2,1,1,0
AMBOS SEXOS,Aragón,ARTES GRÁFICAS,85.0,MEDIO,0,1,3,1,1,0
AMBOS SEXOS,Aragón,COMERCIO Y MARKETING,79.1,MEDIO,0,1,5,1,0,0
AMBOS SEXOS,Aragón,EDIFICACIÓN Y OBRA CIVIL,77.3,MEDIO,0,1,6,1,0,0
AMBOS SEXOS,Aragón,ELECTRICIDAD Y ELECTRÓNICA,70.7,MEDIO,0,1,7,1,0,0
AMBOS SEXOS,Aragón,FABRICACIÓN MECÁNICA,72.7,MEDIO,0,1,9,1,0,0
AMBOS SEXOS,Aragón,HOSTELERÍA Y TURISMO,77.5,MEDIO,0,1,10,1,0,0
AMBOS SEXOS,Aragón,IMAGEN PERSONAL,86.0,MEDIO,0,1,11,1,1,0
AMBOS SEXOS,Aragón,IMAGEN Y SONIDO,89.3,MEDIO,0,1,12,1,1,0
AMBOS SEXOS,Aragón,INDUSTRIAS ALIMENTARIAS,73.6,MEDIO,0,1,13,1,0,0
AMBOS SEXOS,Aragón,INDUSTRIAS EXTRACTIVAS,92.6,MEDIO,0,1,14,1,1,0
AMBOS SEXOS,Aragón,INFORMÁTICA Y COMUNICACIONES,84.2,MEDIO,0,1,15,1,1,0
AMBOS SEXOS,Aragón,INSTALACIÓN Y MANTENIMIENTO,77.4,MEDIO,0,1,16,1,0,0
AMBOS SEXOS,Aragón,"MADERA, MUEBLE Y CORCHO",80.1,MEDIO,0,1,17,1,1,0
AMBOS SEXOS,Aragón,QUÍMICA,68.3,MEDIO,0,1,19,1,0,0
AMBOS SEXOS,Aragón,SANIDAD,73.7,MEDIO,0,1,20,1,0,0
AMBOS SEXOS,Aragón,SEGURIDAD Y MEDIO AMBIENTE,85.6,MEDIO,0,1,21,1,1,0
AMBOS SEXOS,Aragón,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,84.4,MEDIO,0,1,22,1,1,0
AMBOS SEXOS,Aragón,"TEXTIL, CONFECCIÓN Y PIEL",80.9,MEDIO,0,1,23,1,1,0
AMBOS SEXOS,Aragón,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,68.0,MEDIO,0,1,24,1,0,0
AMBOS SEXOS,Principado de Asturias,ACTIVIDADES FÍSICAS Y DEPORTIVAS,52.9,MEDIO,0,16,0,1,0,0
AMBOS SEXOS,Principado de Asturias,ADMINISTRACIÓN Y GESTIÓN,62.2,MEDIO,0,16,1,1,0,0
AMBOS SEXOS,Principado de Asturias,AGRARIA,71.0,MEDIO,0,16,2,1,0,0
AMBOS SEXOS,Principado de Asturias,ARTES GRÁFICAS,59.9,MEDIO,0,16,3,1,0,0
AMBOS SEXOS,Principado de Asturias,COMERCIO Y MARKETING,67.5,MEDIO,0,16,5,1,0,0
AMBOS SEXOS,Principado de Asturias,ELECTRICIDAD Y ELECTRÓNICA,63.9,MEDIO,0,16,7,1,0,0
AMBOS SEXOS,Principado de Asturias,FABRICACIÓN MECÁNICA,68.0,MEDIO,0,16,9,1,0,0
AMBOS SEXOS,Principado de Asturias,HOSTELERÍA Y TURISMO,63.1,MEDIO,0,16,10,1,0,0
AMBOS SEXOS,Principado de Asturias,IMAGEN PERSONAL,70.3,MEDIO,0,16,11,1,0,0
AMBOS SEXOS,Principado de Asturias,IMAGEN Y SONIDO,85.1,MEDIO,0,16,12,1,1,0
AMBOS SEXOS,Principado de Asturias,INDUSTRIAS ALIMENTARIAS,73.5,MEDIO,0,16,13,1,0,0
AMBOS SEXOS,Principado de Asturias,INFORMÁTICA Y COMUNICACIONES,74.5,MEDIO,0,16,15,1,0,0
AMBOS SEXOS,Principado de Asturias,INSTALACIÓN Y MANTENIMIENTO,66.7,MEDIO,0,16,16,1,0,0
AMBOS SEXOS,Principado de Asturias,"MADERA, MUEBLE Y CORCHO",66.9,MEDIO,0,16,17,1,0,0
AMBOS SEXOS,Principado de Asturias,MARÍTIMO-PESQUERA,72.7,MEDIO,0,16,18,1,0,0
AMBOS SEXOS,Principado de Asturias,QUÍMICA,74.3,MEDIO,0,16,19,1,0,0
AMBOS SEXOS,Principado de Asturias,SANIDAD,88.3,MEDIO,0,16,20,1,1,0
AMBOS SEXOS,Principado de Asturias,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,79.7,MEDIO,0,16,22,1,0,0
AMBOS SEXOS,Principado de Asturias,"TEXTIL, CONFECCIÓN Y PIEL",62.4,MEDIO,0,16,23,1,0,0
AMBOS SEXOS,Principado de Asturias,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,69.6,MEDIO,0,16,24,1,0,0
AMBOS SEXOS,Islas Baleares,ACTIVIDADES FÍSICAS Y DEPORTIVAS,86.5,MEDIO,0,12,0,1,1,0
AMBOS SEXOS,Islas Baleares,ADMINISTRACIÓN Y GESTIÓN,82.8,MEDIO,0,12,1,1,1,0
AMBOS SEXOS,Islas Baleares,AGRARIA,81.5,MEDIO,0,12,2,1,1,0
AMBOS SEXOS,Islas Baleares,ARTES GRÁFICAS,88.9,MEDIO,0,12,3,1,1,0
AMBOS SEXOS,Islas Baleares,COMERCIO Y MARKETING,80.6,MEDIO,0,12,5,1,1,0
AMBOS SEXOS,Islas Baleares,EDIFICACIÓN Y OBRA CIVIL,73.5,MEDIO,0,12,6,1,0,0
AMBOS SEXOS,Islas Baleares,ELECTRICIDAD Y ELECTRÓNICA,75.6,MEDIO,0,12,7,1,0,0
AMBOS SEXOS,Islas Baleares,FABRICACIÓN MECÁNICA,75.0,MEDIO,0,12,9,1,0,0
AMBOS SEXOS,Islas Baleares,HOSTELERÍA Y TURISMO,82.1,MEDIO,0,12,10,1,1,0
AMBOS SEXOS,Islas Baleares,IMAGEN PERSONAL,87.9,MEDIO,0,12,11,1,1,0
AMBOS SEXOS,Islas Baleares,IMAGEN Y SONIDO,88.6,MEDIO,0,12,12,1,1,0
AMBOS SEXOS,Islas Baleares,INDUSTRIAS ALIMENTARIAS,89.7,MEDIO,0,12,13,1,1,0
AMBOS SEXOS,Islas Baleares,INFORMÁTICA Y COMUNICACIONES,85.6,MEDIO,0,12,15,1,1,0
AMBOS SEXOS,Islas Baleares,INSTALACIÓN Y MANTENIMIENTO,76.9,MEDIO,0,12,16,1,0,0
AMBOS SEXOS,Islas Baleares,"MADERA, MUEBLE Y CORCHO",79.9,MEDIO,0,12,17,1,0,0
AMBOS SEXOS,Islas Baleares,MARÍTIMO-PESQUERA,71.2,MEDIO,0,12,18,1,0,0
AMBOS SEXOS,Islas Baleares,SANIDAD,88.6,MEDIO,0,12,20,1,1,0
AMBOS SEXOS,Islas Baleares,SEGURIDAD Y MEDIO AMBIENTE,96.6,MEDIO,0,12,21,1,1,0
AMBOS SEXOS,Islas Baleares,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,93.9,MEDIO,0,12,22,1,1,0
AMBOS SEXOS,Islas Baleares,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,87.1,MEDIO,0,12,24,1,1,0
AMBOS SEXOS,Canarias,ADMINISTRACIÓN Y GESTIÓN,72.4,MEDIO,0,2,1,1,0,0
AMBOS SEXOS,Canarias,AGRARIA,78.8,MEDIO,0,2,2,1,0,0
AMBOS SEXOS,Canarias,ARTES GRÁFICAS,66.6,MEDIO,0,2,3,1,0,0
AMBOS SEXOS,Canarias,COMERCIO Y MARKETING,80.7,MEDIO,0,2,5,1,1,0
AMBOS SEXOS,Canarias,EDIFICACIÓN Y OBRA CIVIL,75.1,MEDIO,0,2,6,1,0,0
AMBOS SEXOS,Canarias,ELECTRICIDAD Y ELECTRÓNICA,69.6,MEDIO,0,2,7,1,0,0
AMBOS SEXOS,Canarias,ENERGÍA Y AGUA,60.1,MEDIO,0,2,8,1,0,0
AMBOS SEXOS,Canarias,FABRICACIÓN MECÁNICA,78.2,MEDIO,0,2,9,1,0,0
AMBOS SEXOS,Canarias,HOSTELERÍA Y TURISMO,72.5,MEDIO,0,2,10,1,0,0
AMBOS SEXOS,Canarias,IMAGEN PERSONAL,74.8,MEDIO,0,2,11,1,0,0
AMBOS SEXOS,Canarias,IMAGEN Y SONIDO,72.3,MEDIO,0,2,12,1,0,0
AMBOS SEXOS,Canarias,INDUSTRIAS ALIMENTARIAS,75.1,MEDIO,0,2,13,1,0,0
AMBOS SEXOS,Canarias,INFORMÁTICA Y COMUNICACIONES,69.8,MEDIO,0,2,15,1,0,0
AMBOS SEXOS,Canarias,INSTALACIÓN Y MANTENIMIENTO,75.5,MEDIO,0,2,16,1,0,0
AMBOS SEXOS,Canarias,"MADERA, MUEBLE Y CORCHO",70.7,MEDIO,0,2,17,1,0,0
AMBOS SEXOS,Canarias,MARÍTIMO-PESQUERA,79.6,MEDIO,0,2,18,1,0,0
AMBOS SEXOS,Canarias,QUÍMICA,79.9,MEDIO,0,2,19,1,0,0
AMBOS SEXOS,Canarias,SANIDAD,86.5,MEDIO,0,2,20,1,1,0
AMBOS SEXOS,Canarias,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,86.3,MEDIO,0,2,22,1,1,0
AMBOS SEXOS,Canarias,"TEXTIL, CONFECCIÓN Y PIEL",75.9,MEDIO,0,2,23,1,0,0
AMBOS SEXOS,Canarias,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,69.6,MEDIO,0,2,24,1,0,0
AMBOS SEXOS,Cantabria,ACTIVIDADES FÍSICAS Y DEPORTIVAS,94.1,MEDIO,0,3,0,1,1,0
AMBOS SEXOS,Cantabria,ADMINISTRACIÓN Y GESTIÓN,89.8,MEDIO,0,3,1,1,1,0
AMBOS SEXOS,Cantabria,AGRARIA,77.7,MEDIO,0,3,2,1,0,0
AMBOS SEXOS,Cantabria,ARTES GRÁFICAS,95.1,MEDIO,0,3,3,1,1,0
AMBOS SEXOS,Cantabria,COMERCIO Y MARKETING,85.8,MEDIO,0,3,5,1,1,0
AMBOS SEXOS,Cantabria,EDIFICACIÓN Y OBRA CIVIL,93.8,MEDIO,0,3,6,1,1,0
AMBOS SEXOS,Cantabria,ELECTRICIDAD Y ELECTRÓNICA,81.6,MEDIO,0,3,7,1,1,0
AMBOS SEXOS,Cantabria,FABRICACIÓN MECÁNICA,79.0,MEDIO,0,3,9,1,0,0
AMBOS SEXOS,Cantabria,HOSTELERÍA Y TURISMO,84.1,MEDIO,0,3,10,1,1,0
AMBOS SEXOS,Cantabria,IMAGEN PERSONAL,89.8,MEDIO,0,3,11,1,1,0
AMBOS SEXOS,Cantabria,INDUSTRIAS ALIMENTARIAS,87.9,MEDIO,0,3,13,1,1,0
AMBOS SEXOS,Cantabria,INFORMÁTICA Y COMUNICACIONES,86.1,MEDIO,0,3,15,1,1,0
AMBOS SEXOS,Cantabria,INSTALACIÓN Y MANTENIMIENTO,82.7,MEDIO,0,3,16,1,1,0
AMBOS SEXOS,Cantabria,"MADERA, MUEBLE Y CORCHO",84.9,MEDIO,0,3,17,1,1,0
AMBOS SEXOS,Cantabria,MARÍTIMO-PESQUERA,77.9,MEDIO,0,3,18,1,0,0
AMBOS SEXOS,Cantabria,QUÍMICA,88.2,MEDIO,0,3,19,1,1,0
AMBOS SEXOS,Cantabria,SANIDAD,94.5,MEDIO,0,3,20,1,1,0
AMBOS SEXOS,Cantabria,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,89.6,MEDIO,0,3,22,1,1,0
AMBOS SEXOS,Cantabria,"TEXTIL, CONFECCIÓN Y PIEL",93.4,MEDIO,0,3,23,1,1,0
AMBOS SEXOS,Cantabria,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,76.5,MEDIO,0,3,24,1,0,0
AMBOS SEXOS,Castilla y León,ACTIVIDADES FÍSICAS Y DEPORTIVAS,75.4,MEDIO,0,5,0,1,0,0
AMBOS SEXOS,Castilla y León,ADMINISTRACIÓN Y GESTIÓN,71.7,MEDIO,0,5,1,1,0,0
AMBOS SEXOS,Castilla y León,AGRARIA,77.9,MEDIO,0,5,2,1,0,0
AMBOS SEXOS,Castilla y León,ARTES GRÁFICAS,67.4,MEDIO,0,5,3,1,0,0
AMBOS SEXOS,Castilla y León,COMERCIO Y MARKETING,69.8,MEDIO,0,5,5,1,0,0
AMBOS SEXOS,Castilla y León,EDIFICACIÓN Y OBRA CIVIL,60.9,MEDIO,0,5,6,1,0,0
AMBOS SEXOS,Castilla y León,ELECTRICIDAD Y ELECTRÓNICA,67.6,MEDIO,0,5,7,1,0,0
AMBOS SEXOS,Castilla y León,FABRICACIÓN MECÁNICA,72.2,MEDIO,0,5,9,1,0,0
AMBOS SEXOS,Castilla y León,HOSTELERÍA Y TURISMO,60.8,MEDIO,0,5,10,1,0,0
AMBOS SEXOS,Castilla y León,IMAGEN PERSONAL,70.6,MEDIO,0,5,11,1,0,0
AMBOS SEXOS,Castilla y León,IMAGEN Y SONIDO,89.4,MEDIO,0,5,12,1,1,0
AMBOS SEXOS,Castilla y León,INDUSTRIAS ALIMENTARIAS,80.5,MEDIO,0,5,13,1,1,0
AMBOS SEXOS,Castilla y León,INFORMÁTICA Y COMUNICACIONES,73.5,MEDIO,0,5,15,1,0,0
AMBOS SEXOS,Castilla y León,INSTALACIÓN Y MANTENIMIENTO,69.5,MEDIO,0,5,16,1,0,0
AMBOS SEXOS,Castilla y León,"MADERA, MUEBLE Y CORCHO",72.0,MEDIO,0,5,17,1,0,0
AMBOS SEXOS,Castilla y León,QUÍMICA,66.1,MEDIO,0,5,19,1,0,0
AMBOS SEXOS,Castilla y León,SANIDAD,77.4,MEDIO,0,5,20,1,0,0
AMBOS SEXOS,Castilla y León,SEGURIDAD Y MEDIO AMBIENTE,79.8,MEDIO,0,5,21,1,0,0
AMBOS SEXOS,Castilla y León,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,83.3,MEDIO,0,5,22,1,1,0
AMBOS SEXOS,Castilla y León,"TEXTIL, CONFECCIÓN Y PIEL",66.3,MEDIO,0,5,23,1,0,0
AMBOS SEXOS,Castilla y León,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,66.0,MEDIO,0,5,24,1,0,0
AMBOS SEXOS,Castilla La Mancha,ACTIVIDADES FÍSICAS Y DEPORTIVAS,95.8,MEDIO,0,4,0,1,1,0
AMBOS SEXOS,Castilla La Mancha,ADMINISTRACIÓN Y GESTIÓN,93.1,MEDIO,0,4,1,1,1,0
AMBOS SEXOS,Castilla La Mancha,AGRARIA,94.3,MEDIO,0,4,2,1,1,0
AMBOS SEXOS,Castilla La Mancha,ARTES GRÁFICAS,98.5,MEDIO,0,4,3,1,1,0
AMBOS SEXOS,Castilla La Mancha,COMERCIO Y MARKETING,95.1,MEDIO,0,4,5,1,1,0
AMBOS SEXOS,Castilla La Mancha,EDIFICACIÓN Y OBRA CIVIL,98.4,MEDIO,0,4,6,1,1,0
AMBOS SEXOS,Castilla La Mancha,ELECTRICIDAD Y ELECTRÓNICA,93.6,MEDIO,0,4,7,1,1,0
AMBOS SEXOS,Castilla La Mancha,FABRICACIÓN MECÁNICA,95.5,MEDIO,0,4,9,1,1,0
AMBOS SEXOS,Castilla La Mancha,HOSTELERÍA Y TURISMO,94.6,MEDIO,0,4,10,1,1,0
AMBOS SEXOS,Castilla La Mancha,IMAGEN PERSONAL,94.3,MEDIO,0,4,11,1,1,0
AMBOS SEXOS,Castilla La Mancha,IMAGEN Y SONIDO,93.2,MEDIO,0,4,12,1,1,0
AMBOS SEXOS,Castilla La Mancha,INDUSTRIAS ALIMENTARIAS,95.5,MEDIO,0,4,13,1,1,0
AMBOS SEXOS,Castilla La Mancha,INFORMÁTICA Y COMUNICACIONES,93.1,MEDIO,0,4,15,1,1,0
AMBOS SEXOS,Castilla La Mancha,INSTALACIÓN Y MANTENIMIENTO,97.7,MEDIO,0,4,16,1,1,0
AMBOS SEXOS,Castilla La Mancha,"MADERA, MUEBLE Y CORCHO",89.3,MEDIO,0,4,17,1,1,0
AMBOS SEXOS,Castilla La Mancha,QUÍMICA,95.5,MEDIO,0,4,19,1,1,0
AMBOS SEXOS,Castilla La Mancha,SANIDAD,97.9,MEDIO,0,4,20,1,1,0
AMBOS SEXOS,Castilla La Mancha,SEGURIDAD Y MEDIO AMBIENTE,97.6,MEDIO,0,4,21,1,1,0
AMBOS SEXOS,Castilla La Mancha,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,96.1,MEDIO,0,4,22,1,1,0
AMBOS SEXOS,Castilla La Mancha,"TEXTIL, CONFECCIÓN Y PIEL",98.6,MEDIO,0,4,23,1,1,0
AMBOS SEXOS,Castilla La Mancha,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,94.1,MEDIO,0,4,24,1,1,0
AMBOS SEXOS,Comunitat Valenciana,ACTIVIDADES FÍSICAS Y DEPORTIVAS,86.6,MEDIO,0,9,0,1,1,0
AMBOS SEXOS,Comunitat Valenciana,ADMINISTRACIÓN Y GESTIÓN,81.8,MEDIO,0,9,1,1,1,0
AMBOS SEXOS,Comunitat Valenciana,AGRARIA,79.3,MEDIO,0,9,2,1,0,0
AMBOS SEXOS,Comunitat Valenciana,ARTES GRÁFICAS,82.6,MEDIO,0,9,3,1,1,0
AMBOS SEXOS,Comunitat Valenciana,COMERCIO Y MARKETING,84.1,MEDIO,0,9,5,1,1,0
AMBOS SEXOS,Comunitat Valenciana,EDIFICACIÓN Y OBRA CIVIL,85.0,MEDIO,0,9,6,1,1,0
AMBOS SEXOS,Comunitat Valenciana,ELECTRICIDAD Y ELECTRÓNICA,73.2,MEDIO,0,9,7,1,0,0
AMBOS SEXOS,Comunitat Valenciana,ENERGÍA Y AGUA,74.1,MEDIO,0,9,8,1,0,0
AMBOS SEXOS,Comunitat Valenciana,FABRICACIÓN MECÁNICA,72.5,MEDIO,0,9,9,1,0,0
AMBOS SEXOS,Comunitat Valenciana,HOSTELERÍA Y TURISMO,74.0,MEDIO,0,9,10,1,0,0
AMBOS SEXOS,Comunitat Valenciana,IMAGEN PERSONAL,80.8,MEDIO,0,9,11,1,1,0
AMBOS SEXOS,Comunitat Valenciana,IMAGEN Y SONIDO,78.7,MEDIO,0,9,12,1,0,0
AMBOS SEXOS,Comunitat Valenciana,INDUSTRIAS ALIMENTARIAS,77.8,MEDIO,0,9,13,1,0,0
AMBOS SEXOS,Comunitat Valenciana,INFORMÁTICA Y COMUNICACIONES,82.2,MEDIO,0,9,15,1,1,0
AMBOS SEXOS,Comunitat Valenciana,INSTALACIÓN Y MANTENIMIENTO,70.0,MEDIO,0,9,16,1,0,0
AMBOS SEXOS,Comunitat Valenciana,"MADERA, MUEBLE Y CORCHO",72.0,MEDIO,0,9,17,1,0,0
AMBOS SEXOS,Comunitat Valenciana,MARÍTIMO-PESQUERA,84.3,MEDIO,0,9,18,1,1,0
AMBOS SEXOS,Comunitat Valenciana,QUÍMICA,78.2,MEDIO,0,9,19,1,0,0
AMBOS SEXOS,Comunitat Valenciana,SANIDAD,83.2,MEDIO,0,9,20,1,1,0
AMBOS SEXOS,Comunitat Valenciana,SEGURIDAD Y MEDIO AMBIENTE,81.8,MEDIO,0,9,21,1,1,0
AMBOS SEXOS,Comunitat Valenciana,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,86.5,MEDIO,0,9,22,1,1,0
AMBOS SEXOS,Comunitat Valenciana,"TEXTIL, CONFECCIÓN Y PIEL",88.2,MEDIO,0,9,23,1,1,0
AMBOS SEXOS,Comunitat Valenciana,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,75.3,MEDIO,0,9,24,1,0,0
AMBOS SEXOS,Comunitat Valenciana,VIDRIO Y CERÁMICA,74.4,MEDIO,0,9,25,1,0,0
AMBOS SEXOS,Extremadura,ACTIVIDADES FÍSICAS Y DEPORTIVAS,84.2,MEDIO,0,10,0,1,1,0
AMBOS SEXOS,Extremadura,ADMINISTRACIÓN Y GESTIÓN,77.7,MEDIO,0,10,1,1,0,0
AMBOS SEXOS,Extremadura,AGRARIA,83.5,MEDIO,0,10,2,1,1,0
AMBOS SEXOS,Extremadura,ARTES GRÁFICAS,92.1,MEDIO,0,10,3,1,1,0
AMBOS SEXOS,Extremadura,COMERCIO Y MARKETING,84.2,MEDIO,0,10,5,1,1,0
AMBOS SEXOS,Extremadura,EDIFICACIÓN Y OBRA CIVIL,75.0,MEDIO,0,10,6,1,0,0
AMBOS SEXOS,Extremadura,ELECTRICIDAD Y ELECTRÓNICA,71.5,MEDIO,0,10,7,1,0,0
AMBOS SEXOS,Extremadura,FABRICACIÓN MECÁNICA,77.7,MEDIO,0,10,9,1,0,0
AMBOS SEXOS,Extremadura,HOSTELERÍA Y TURISMO,67.1,MEDIO,0,10,10,1,0,0
AMBOS SEXOS,Extremadura,IMAGEN PERSONAL,84.6,MEDIO,0,10,11,1,1,0
AMBOS SEXOS,Extremadura,INDUSTRIAS ALIMENTARIAS,81.6,MEDIO,0,10,13,1,1,0
AMBOS SEXOS,Extremadura,INFORMÁTICA Y COMUNICACIONES,81.6,MEDIO,0,10,15,1,1,0
AMBOS SEXOS,Extremadura,INSTALACIÓN Y MANTENIMIENTO,71.3,MEDIO,0,10,16,1,0,0
AMBOS SEXOS,Extremadura,"MADERA, MUEBLE Y CORCHO",74.7,MEDIO,0,10,17,1,0,0
AMBOS SEXOS,Extremadura,QUÍMICA,70.1,MEDIO,0,10,19,1,0,0
AMBOS SEXOS,Extremadura,SANIDAD,86.1,MEDIO,0,10,20,1,1,0
AMBOS SEXOS,Extremadura,SEGURIDAD Y MEDIO AMBIENTE,88.1,MEDIO,0,10,21,1,1,0
AMBOS SEXOS,Extremadura,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,88.6,MEDIO,0,10,22,1,1,0
AMBOS SEXOS,Extremadura,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,68.8,MEDIO,0,10,24,1,0,0
AMBOS SEXOS,Galicia,ACTIVIDADES FÍSICAS Y DEPORTIVAS,86.3,MEDIO,0,11,0,1,1,0
AMBOS SEXOS,Galicia,ADMINISTRACIÓN Y GESTIÓN,73.4,MEDIO,0,11,1,1,0,0
AMBOS SEXOS,Galicia,AGRARIA,85.6,MEDIO,0,11,2,1,1,0
AMBOS SEXOS,Galicia,ARTES GRÁFICAS,76.9,MEDIO,0,11,3,1,0,0
AMBOS SEXOS,Galicia,COMERCIO Y MARKETING,84.1,MEDIO,0,11,5,1,1,0
AMBOS SEXOS,Galicia,EDIFICACIÓN Y OBRA CIVIL,72.2,MEDIO,0,11,6,1,0,0
AMBOS SEXOS,Galicia,ELECTRICIDAD Y ELECTRÓNICA,71.8,MEDIO,0,11,7,1,0,0
AMBOS SEXOS,Galicia,ENERGÍA Y AGUA,100.0,MEDIO,0,11,8,1,1,0
AMBOS SEXOS,Galicia,FABRICACIÓN MECÁNICA,70.4,MEDIO,0,11,9,1,0,0
AMBOS SEXOS,Galicia,HOSTELERÍA Y TURISMO,77.5,MEDIO,0,11,10,1,0,0
AMBOS SEXOS,Galicia,IMAGEN PERSONAL,80.5,MEDIO,0,11,11,1,1,0
AMBOS SEXOS,Galicia,IMAGEN Y SONIDO,80.1,MEDIO,0,11,12,1,1,0
AMBOS SEXOS,Galicia,INDUSTRIAS ALIMENTARIAS,80.3,MEDIO,0,11,13,1,1,0
AMBOS SEXOS,Galicia,INFORMÁTICA Y COMUNICACIONES,76.2,MEDIO,0,11,15,1,0,0
